"ags";"firmen_in_gwg_gesamt";"firmen_angeschlossen_absolut";"firmen_angeschlossen_prozent";"firmen_anschliessbar_absolut";"firmen_anschliessbar_prozent";"firmen_unangeschlossen_absolut";"firmen_unangeschlossen_prozent"
"03358017";28;14;50.0;0;0.0;14;50.0
"03358018";21;0;0.0;0;0.0;21;100.0
"03358019";106;0;0.0;2;1.9;104;98.1
"03358020";55;0;0.0;0;0.0;55;100.0
"03358021";180;0;0.0;0;0.0;180;100.0
"03358022";144;6;4.2;2;1.4;136;94.4
"03358023";13;0;0.0;2;15.4;11;84.6
"03358501";0;0;0.0;0;0.0;0;0.0
"03359001";4;0;0.0;0;0.0;4;100.0
"03359002";18;0;0.0;3;16.7;15;83.3
"03359003";124;120;96.8;1;0.8;3;2.4
"03359004";2;2;100.0;0;0.0;0;0.0
"03359005";57;57;100.0;0;0.0;0;0.0
"03359006";5;0;0.0;0;0.0;5;100.0
"03359007";9;8;88.9;1;11.1;0;0.0
"03359008";0;0;0.0;0;0.0;0;0.0
"03359009";0;0;0.0;0;0.0;0;0.0
"03359010";569;82;14.4;430;75.6;57;10.0
"03359011";2;0;0.0;2;100.0;0;0.0
"03359012";20;13;65.0;0;0.0;7;35.0
"03359013";134;0;0.0;0;0.0;134;100.0
"03359014";3;0;0.0;0;0.0;3;100.0
"03359015";0;0;0.0;0;0.0;0;0.0
"03359016";0;0;0.0;0;0.0;0;0.0
"03359017";12;0;0.0;0;0.0;12;100.0
"03359018";4;0;0.0;0;0.0;4;100.0
"03359019";0;0;0.0;0;0.0;0;0.0
"03359020";0;0;0.0;0;0.0;0;0.0
"03359021";5;0;0.0;0;0.0;5;100.0
"03359022";15;0;0.0;0;0.0;15;100.0
"03359023";108;48;44.4;1;0.9;59;54.6
"03359024";1;0;0.0;0;0.0;1;100.0
"03359025";20;0;0.0;0;0.0;20;100.0
"03359026";36;0;0.0;0;0.0;36;100.0
"03359027";44;12;27.3;3;6.8;29;65.9
"03359028";46;0;0.0;6;13.0;40;87.0
"03359029";0;0;0.0;0;0.0;0;0.0
"03359030";0;0;0.0;0;0.0;0;0.0
"03359031";2;0;0.0;0;0.0;2;100.0
"03359032";0;0;0.0;0;0.0;0;0.0
"03359033";0;0;0.0;0;0.0;0;0.0
"03359034";5;0;0.0;0;0.0;5;100.0
"03359035";1;0;0.0;0;0.0;1;100.0
"03359036";4;3;75.0;0;0.0;1;25.0
"03359037";6;0;0.0;1;16.7;5;83.3
"03359038";74164;74026;99.8;14;0.0;124;0.2
"03359039";14;0;0.0;10;71.4;4;28.6
"03359040";36;28;77.8;0;0.0;8;22.2
"03360001";0;0;0.0;0;0.0;0;0.0
"03360002";73;0;0.0;54;74.0;19;26.0
"03360003";0;0;0.0;0;0.0;0;0.0
"03360004";14;0;0.0;0;0.0;14;100.0
"03360005";10;0;0.0;0;0.0;10;100.0
"03360006";18;0;0.0;0;0.0;18;100.0
"03360007";2;0;0.0;0;0.0;2;100.0
"03360008";0;0;0.0;0;0.0;0;0.0
"03360009";2;0;0.0;0;0.0;2;100.0
"03360010";0;0;0.0;0;0.0;0;0.0
"03360011";2;0;0.0;0;0.0;2;100.0
"03360012";0;0;0.0;0;0.0;0;0.0
"03360013";0;0;0.0;0;0.0;0;0.0
"03360014";0;0;0.0;0;0.0;0;0.0
"03360015";4;0;0.0;0;0.0;4;100.0
"03360016";2;0;0.0;0;0.0;2;100.0
"03360017";0;0;0.0;0;0.0;0;0.0
"03360018";5;0;0.0;0;0.0;5;100.0
"03360019";1;0;0.0;0;0.0;1;100.0
"03360020";2;0;0.0;0;0.0;2;100.0
"03360022";4;0;0.0;0;0.0;4;100.0
"03360023";7;0;0.0;0;0.0;7;100.0
"03360024";9;0;0.0;0;0.0;9;100.0
"03360025";265;0;0.0;0;0.0;265;100.0
"03360026";0;0;0.0;0;0.0;0;0.0
"03360029";1;0;0.0;0;0.0;1;100.0
"03360030";13;0;0.0;0;0.0;13;100.0
"03361001";325;180;55.4;0;0.0;145;44.6
"03361002";3;0;0.0;0;0.0;3;100.0
"03361003";21;0;0.0;0;0.0;21;100.0
"03361004";2;0;0.0;0;0.0;2;100.0
"03361005";35;0;0.0;0;0.0;35;100.0
"03361006";57;0;0.0;0;0.0;57;100.0
"03361008";87;0;0.0;2;2.3;85;97.7
"03361009";366;362;98.9;0;0.0;4;1.1
"03361010";7;1;14.3;0;0.0;6;85.7
"03361012";352;0;0.0;58;16.5;294;83.5
"03361013";46;0;0.0;7;15.2;39;84.8
"03401000";512;0;0.0;0;0.0;512;100.0
"03402000";910;80;8.8;604;66.4;226;24.8
"03403000";15418;15073;97.8;142;0.9;203;1.3
"03404000";1586;15;0.9;461;29.1;1110;70.0
"03405000";2480;1000;40.3;878;35.4;602;24.3
"03451001";89;2;2.2;15;16.9;72;80.9
"03451002";224;0;0.0;89;39.7;135;60.3
"03451004";164;91;55.5;38;23.2;35;21.3
"03451005";221;0;0.0;59;26.7;162;73.3
"03451007";980;863;88.1;39;4.0;78;8.0
"03451008";421;315;74.8;13;3.1;93;22.1
"03452001";824;66;8.0;385;46.7;373;45.3
"03452002";2;0;0.0;0;0.0;2;100.0
"03452003";0;0;0.0;0;0.0;0;0.0
"03452006";77;0;0.0;30;39.0;47;61.0
"03452007";14;0;0.0;0;0.0;14;100.0
"03452008";24;6;25.0;3;12.5;15;62.5
"03452009";0;0;0.0;0;0.0;0;0.0
"03452010";0;0;0.0;0;0.0;0;0.0
"03452011";40;0;0.0;0;0.0;40;100.0
"03452012";91;0;0.0;2;2.2;89;97.8
"03452013";0;0;0.0;0;0.0;0;0.0
"03452014";128;0;0.0;100;78.1;28;21.9
"03452015";1;0;0.0;0;0.0;1;100.0
"03452016";1;0;0.0;0;0.0;1;100.0
"03452017";5;0;0.0;0;0.0;5;100.0
"03452019";362;0;0.0;0;0.0;362;100.0
"03452020";96;0;0.0;0;0.0;96;100.0
"03452021";0;0;0.0;0;0.0;0;0.0
"03452022";0;0;0.0;0;0.0;0;0.0
"03452023";89;0;0.0;36;40.4;53;59.6
"03452024";12;0;0.0;0;0.0;12;100.0
"03452025";150;39;26.0;0;0.0;111;74.0
"03452026";0;0;0.0;0;0.0;0;0.0
"03452027";12;0;0.0;0;0.0;12;100.0
"03452501";0;0;0.0;0;0.0;0;0.0
"03453001";71;0;0.0;1;1.4;70;98.6
"03453002";299;241;80.6;3;1.0;55;18.4
"03453003";442;410;92.8;2;0.5;30;6.8
"03453004";3626;3555;98.0;45;1.2;26;0.7
"03453005";81;30;37.0;5;6.2;46;56.8
"03453006";143;86;60.1;30;21.0;27;18.9
"03453007";235;26;11.1;50;21.3;159;67.7
"03453008";157;1;0.6;15;9.6;141;89.8
"03453009";84;27;32.1;41;48.8;16;19.0
"03453010";38;3;7.9;0;0.0;35;92.1
"03453011";113;30;26.5;2;1.8;81;71.7
"03453012";121;16;13.2;0;0.0;105;86.8
"03453013";148;3;2.0;20;13.5;125;84.5
"03454001";6;0;0.0;0;0.0;6;100.0
"03454002";30;10;33.3;16;53.3;4;13.3
"03454003";21;0;0.0;5;23.8;16;76.2
"03454004";7;0;0.0;1;14.3;6;85.7
"03454005";277;270;97.5;7;2.5;0;0.0
"03454006";3;3;100.0;0;0.0;0;0.0
"03454007";15;0;0.0;0;0.0;15;100.0
"03454008";111;102;91.9;1;0.9;8;7.2
"03454009";5;1;20.0;0;0.0;4;80.0
"03454010";106;11;10.4;37;34.9;58;54.7
"03454011";259;255;98.5;0;0.0;4;1.5
"03454012";28;10;35.7;9;32.1;9;32.1
"03454013";108;108;100.0;0;0.0;0;0.0
"03454014";92;68;73.9;8;8.7;16;17.4
"03454015";5;3;60.0;0;0.0;2;40.0
"03454016";0;0;0.0;0;0.0;0;0.0
"03454017";2;0;0.0;0;0.0;2;100.0
"03454018";873;815;93.4;0;0.0;58;6.6
"03454019";87;75;86.2;2;2.3;10;11.5
"03454020";43;0;0.0;42;97.7;1;2.3
"03454021";156;155;99.4;1;0.6;0;0.0
"03454022";5;0;0.0;5;100.0;0;0.0
"03454023";3;0;0.0;0;0.0;3;100.0
"03454024";17;13;76.5;4;23.5;0;0.0
"03454025";14;14;100.0;0;0.0;0;0.0
"03454026";16;0;0.0;0;0.0;16;100.0
"03454027";7;0;0.0;0;0.0;7;100.0
"03454028";1;0;0.0;0;0.0;1;100.0
"03454029";41;37;90.2;4;9.8;0;0.0
"03454030";7;0;0.0;0;0.0;7;100.0
"03454031";25;1;4.0;14;56.0;10;40.0
"03454032";556;163;29.3;121;21.8;272;48.9
"03454033";289;282;97.6;7;2.4;0;0.0
"03454034";8;0;0.0;0;0.0;8;100.0
"03454035";375;211;56.3;32;8.5;132;35.2
"03454036";36;36;100.0;0;0.0;0;0.0
"03454037";12;0;0.0;0;0.0;12;100.0
"03454038";5;1;20.0;3;60.0;1;20.0
"03454039";665;664;99.8;0;0.0;1;0.2
"03454040";22;21;95.5;0;0.0;1;4.5
"03454041";607;278;45.8;255;42.0;74;12.2
"03454042";5;0;0.0;0;0.0;5;100.0
"03454043";0;0;0.0;0;0.0;0;0.0
"03454044";73;36;49.3;36;49.3;1;1.4
"03454045";185;136;73.5;1;0.5;48;25.9
"03454046";27;0;0.0;0;0.0;27;100.0
"03454047";69;0;0.0;68;98.6;1;1.4
"03454048";9;0;0.0;0;0.0;9;100.0
"03454049";69;50;72.5;0;0.0;19;27.5
"03454050";0;0;0.0;0;0.0;0;0.0
"03454051";43;4;9.3;0;0.0;39;90.7
"03454052";4;2;50.0;0;0.0;2;50.0
"03454053";15;12;80.0;1;6.7;2;13.3
"03454054";47;4;8.5;26;55.3;17;36.2
"03454055";12;0;0.0;0;0.0;12;100.0
"03454056";3;3;100.0;0;0.0;0;0.0
"03454057";132;106;80.3;15;11.4;11;8.3
"03454058";2;0;0.0;2;100.0;0;0.0
"03454059";2;0;0.0;0;0.0;2;100.0
"03454060";7;6;85.7;0;0.0;1;14.3
"03455007";134;8;6.0;116;86.6;10;7.5
"03455014";47;0;0.0;4;8.5;43;91.5
"03455015";468;414;88.5;0;0.0;54;11.5
"03455020";100;0;0.0;40;40.0;60;60.0
"03455021";2;0;0.0;0;0.0;2;100.0
"03455025";55;0;0.0;0;0.0;55;100.0
"03455026";195;2;1.0;81;41.5;112;57.4
"03455027";58;0;0.0;6;10.3;52;89.7
"03456001";275;32;11.6;14;5.1;229;83.3
"03456002";51;0;0.0;0;0.0;51;100.0
"03456003";0;0;0.0;0;0.0;0;0.0
"03456004";0;0;0.0;0;0.0;0;0.0
"03456005";5;0;0.0;0;0.0;5;100.0
"03456006";1;0;0.0;0;0.0;1;100.0
"03456007";0;0;0.0;0;0.0;0;0.0
"03456008";0;0;0.0;0;0.0;0;0.0
"03456009";8;0;0.0;0;0.0;8;100.0
"03456010";7;0;0.0;0;0.0;7;100.0
"03456011";24;0;0.0;0;0.0;24;100.0
"03456012";11;0;0.0;2;18.2;9;81.8
"03456013";0;0;0.0;0;0.0;0;0.0
"03456014";81;0;0.0;0;0.0;81;100.0
"03456015";1326;691;52.1;308;23.2;327;24.7
"03456016";4;0;0.0;0;0.0;4;100.0
"03456017";20;0;0.0;0;0.0;20;100.0
"03456018";0;0;0.0;0;0.0;0;0.0
"03456019";16;0;0.0;0;0.0;16;100.0
"03456020";6;0;0.0;0;0.0;6;100.0
"03456023";60;0;0.0;8;13.3;52;86.7
"03456024";6;0;0.0;0;0.0;6;100.0
"03456025";632;584;92.4;0;0.0;48;7.6
"03456026";12;0;0.0;0;0.0;12;100.0
"03456027";169;0;0.0;0;0.0;169;100.0
"03457002";50;0;0.0;0;0.0;50;100.0
"03457003";4;4;100.0;0;0.0;0;0.0
"03457006";6;0;0.0;3;50.0;3;50.0
"03457008";5;0;0.0;5;100.0;0;0.0
"03457009";11;3;27.3;8;72.7;0;0.0
"03457010";65;65;100.0;0;0.0;0;0.0
"03457011";0;0;0.0;0;0.0;0;0.0
"03457012";30;0;0.0;0;0.0;30;100.0
"03457013";488;106;21.7;1;0.2;381;78.1
"03457014";76;5;6.6;5;6.6;66;86.8
"03457015";0;0;0.0;0;0.0;0;0.0
"03457016";13;0;0.0;0;0.0;13;100.0
"03457017";80;78;97.5;0;0.0;2;2.5
"03457018";98;2;2.0;0;0.0;96;98.0
"03457019";0;0;0.0;0;0.0;0;0.0
"03457020";66;24;36.4;13;19.7;29;43.9
"03457021";74;21;28.4;1;1.4;52;70.3
"03457022";83;50;60.2;16;19.3;17;20.5
"03457024";106;26;24.5;0;0.0;80;75.5
"03457501";0;0;0.0;0;0.0;0;0.0
"03458001";3;0;0.0;0;0.0;3;100.0
"03458002";0;0;0.0;0;0.0;0;0.0
"03458003";40;26;65.0;4;10.0;10;25.0
"03458004";2;0;0.0;0;0.0;2;100.0
"03458005";381;274;71.9;86;22.6;21;5.5
"03458006";44;43;97.7;0;0.0;1;2.3
"03458007";84;6;7.1;16;19.0;62;73.8
"03458008";40;28;70.0;0;0.0;12;30.0
"03458009";96;0;0.0;0;0.0;96;100.0
"03458010";113;6;5.3;1;0.9;106;93.8
"03458011";0;0;0.0;0;0.0;0;0.0
"03458012";8;0;0.0;0;0.0;8;100.0
"03458013";289;271;93.8;4;1.4;14;4.8
"03458014";577;516;89.4;1;0.2;60;10.4
"03458015";0;0;0.0;0;0.0;0;0.0
"03459001";62;60;96.8;0;0.0;2;3.2
"03459002";79;51;64.6;15;19.0;13;16.5
"03459003";111;0;0.0;0;0.0;111;100.0
"03459004";48;0;0.0;0;0.0;48;100.0
"03459005";73;0;0.0;0;0.0;73;100.0
"03459006";16;9;56.3;0;0.0;7;43.8
"03459007";14;0;0.0;0;0.0;14;100.0
"03459008";93;0;0.0;0;0.0;93;100.0
"03459009";13;0;0.0;0;0.0;13;100.0
"03459010";98;12;12.2;5;5.1;81;82.7
"03459011";18;0;0.0;0;0.0;18;100.0
"03459012";163;0;0.0;14;8.6;149;91.4
"03459013";89;0;0.0;0;0.0;89;100.0
"03459014";1389;1262;90.9;0;0.0;127;9.1
"03459015";501;430;85.8;0;0.0;71;14.2
"03459016";7;0;0.0;0;0.0;7;100.0
"03459017";78;0;0.0;13;16.7;65;83.3
"03459018";23;0;0.0;0;0.0;23;100.0
"03459019";1761;1571;89.2;12;0.7;178;10.1
"03459020";80;0;0.0;1;1.3;79;98.8
"03459021";86;0;0.0;0;0.0;86;100.0
"03459022";101;0;0.0;1;1.0;100;99.0
"03459023";4;0;0.0;0;0.0;4;100.0
"03459024";545;208;38.2;0;0.0;337;61.8
"03459025";5;0;0.0;0;0.0;5;100.0
"03459026";22;0;0.0;0;0.0;22;100.0
"03459027";50;0;0.0;32;64.0;18;36.0
"03459028";22;0;0.0;0;0.0;22;100.0
"03459029";54;14;25.9;1;1.9;39;72.2
"03459030";124;0;0.0;0;0.0;124;100.0
"03459031";12;5;41.7;1;8.3;6;50.0
"03459032";8;0;0.0;0;0.0;8;100.0
"03459033";273;2;0.7;6;2.2;265;97.1
"03459034";49;0;0.0;0;0.0;49;100.0
"03460001";53;8;15.1;0;0.0;45;84.9
"03460002";107;0;0.0;0;0.0;107;100.0
"03460003";151;48;31.8;75;49.7;28;18.5
"03460004";131;24;18.3;16;12.2;91;69.5
"03460005";83;16;19.3;15;18.1;52;62.7
"03460006";694;686;98.8;0;0.0;8;1.2
"03460007";76;48;63.2;8;10.5;20;26.3
"03460008";139;0;0.0;84;60.4;55;39.6
"03460009";858;503;58.6;247;28.8;108;12.6
"03460010";120;24;20.0;17;14.2;79;65.8
"03461001";29;0;0.0;0;0.0;29;100.0
"03461002";135;1;0.7;29;21.5;105;77.8
"03461003";9;0;0.0;0;0.0;9;100.0
"03461004";77;38;49.4;0;0.0;39;50.6
"03461005";83;72;86.7;0;0.0;11;13.3
"03461006";58;0;0.0;0;0.0;58;100.0
"03461007";358;274;76.5;1;0.3;83;23.2
"03461008";10;3;30.0;0;0.0;7;70.0
"03461009";22;0;0.0;11;50.0;11;50.0
"03462001";0;0;0.0;0;0.0;0;0.0
"03462002";0;0;0.0;0;0.0;0;0.0
"03462003";72;54;75.0;0;0.0;18;25.0
"03462004";1;0;0.0;0;0.0;1;100.0
"03462005";71;31;43.7;0;0.0;40;56.3
"03462006";10;0;0.0;0;0.0;10;100.0
"03462007";0;0;0.0;0;0.0;0;0.0
"03462008";0;0;0.0;0;0.0;0;0.0
"03462009";3;3;100.0;0;0.0;0;0.0
"03462010";2;0;0.0;0;0.0;2;100.0
"03462011";0;0;0.0;0;0.0;0;0.0
"03462012";0;0;0.0;0;0.0;0;0.0
"03462013";2;0;0.0;0;0.0;2;100.0
"03462014";6;0;0.0;0;0.0;6;100.0
"03462015";0;0;0.0;0;0.0;0;0.0
"03462016";0;0;0.0;0;0.0;0;0.0
"03462017";0;0;0.0;0;0.0;0;0.0
"03462018";50;50;100.0;0;0.0;0;0.0
"03462019";182;80;44.0;46;25.3;56;30.8
"04011000";13902;2804;20.2;4310;31.0;6788;48.8
"04012000";3032;778;25.7;1048;34.6;1206;39.8
"05111000";196890;194969;99.0;914;0.5;1007;0.5
"05112000";4143;1520;36.7;1364;32.9;1259;30.4
"05113000";26611;24238;91.1;746;2.8;1627;6.1
"05114000";6118;5102;83.4;449;7.3;567;9.3
"05116000";3917;2492;63.6;379;9.7;1046;26.7
"05117000";4619;3614;78.2;729;15.8;276;6.0
"05119000";37299;36624;98.2;177;0.5;498;1.3
"05120000";1182;0;0.0;1;0.1;1181;99.9
"05122000";1647;378;23.0;226;13.7;1043;63.3
"05124000";3295;582;17.7;143;4.3;2570;78.0
"05154004";88;0;0.0;0;0.0;88;100.0
"05154008";491;177;36.0;229;46.6;85;17.3
"05154012";474;8;1.7;36;7.6;430;90.7
"05154016";518;0;0.0;251;48.5;267;51.5
"05154020";87;9;10.3;75;86.2;3;3.4
"05154024";290;212;73.1;2;0.7;76;26.2
"05154028";66;4;6.1;1;1.5;61;92.4
"05154032";248;14;5.6;0;0.0;234;94.4
"05154036";2694;2498;92.7;20;0.7;176;6.5
"05154040";252;5;2.0;239;94.8;8;3.2
"05154044";169;18;10.7;109;64.5;42;24.9
"05154048";15;0;0.0;0;0.0;15;100.0
"05154052";813;415;51.0;281;34.6;117;14.4
"05154056";63;0;0.0;0;0.0;63;100.0
"05154060";84;40;47.6;20;23.8;24;28.6
"05154064";115;24;20.9;0;0.0;91;79.1
"05158004";426;10;2.3;42;9.9;374;87.8
"05158008";608;515;84.7;2;0.3;91;15.0
"05158012";220;0;0.0;0;0.0;220;100.0
"05158016";21856;21820;99.8;28;0.1;8;0.0
"05158020";940;0;0.0;0;0.0;940;100.0
"05158024";32157;31978;99.4;172;0.5;7;0.0
"05158026";456;0;0.0;354;77.6;102;22.4
"05158028";1282;68;5.3;17;1.3;1197;93.4
"05158032";891;126;14.1;154;17.3;611;68.6
"05158036";281;0;0.0;198;70.5;83;29.5
"05162004";506;0;0.0;0;0.0;506;100.0
"05162008";907;604;66.6;11;1.2;292;32.2
"05162012";111;67;60.4;23;20.7;21;18.9
"05162016";423;0;0.0;78;18.4;345;81.6
"05162020";901;306;34.0;544;60.4;51;5.7
"05162022";1982;1812;91.4;48;2.4;122;6.2
"05162024";6761;5505;81.4;353;5.2;903;13.4
"05162028";180;142;78.9;2;1.1;36;20.0
"05166004";279;160;57.3;0;0.0;119;42.7
"05166008";99;23;23.2;2;2.0;74;74.7
"05166012";589;96;16.3;3;0.5;490;83.2
"05166016";689;232;33.7;6;0.9;451;65.5
"05166020";100;2;2.0;54;54.0;44;44.0
"05166024";155;126;81.3;29;18.7;0;0.0
"05166028";351;141;40.2;0;0.0;210;59.8
"05166032";7779;7428;95.5;17;0.2;334;4.3
"05166036";668104;667892;100.0;60;0.0;152;0.0
"05170004";187;12;6.4;169;90.4;6;3.2
"05170008";646;36;5.6;7;1.1;603;93.3
"05170012";995;920;92.5;24;2.4;51;5.1
"05170016";99;5;5.1;1;1.0;93;93.9
"05170020";251;16;6.4;0;0.0;235;93.6
"05170024";903;21;2.3;299;33.1;583;64.6
"05170028";534;460;86.1;0;0.0;74;13.9
"05170032";274;0;0.0;0;0.0;274;100.0
"05170036";165;140;84.8;0;0.0;25;15.2
"05170040";130;109;83.8;9;6.9;12;9.2
"05170044";217;0;0.0;0;0.0;217;100.0
"05170048";892;462;51.8;17;1.9;413;46.3
"05170052";342;0;0.0;276;80.7;66;19.3
"05314000";35161;34508;98.1;467;1.3;186;0.5
"05315000";136032;129205;95.0;4540;3.3;2287;1.7
"05316000";828;10;1.2;0;0.0;818;98.8
"05334002";42834;42056;98.2;408;1.0;370;0.9
"05334004";325;3;0.9;169;52.0;153;47.1
"05334008";240;187;77.9;17;7.1;36;15.0
"05334012";1660;1376;82.9;225;13.6;59;3.6
"05334016";557;446;80.1;44;7.9;67;12.0
"05334020";158;0;0.0;0;0.0;158;100.0
"05334024";53;0;0.0;0;0.0;53;100.0
"05334028";149;0;0.0;0;0.0;149;100.0
"05334032";438;14;3.2;77;17.6;347;79.2
"05334036";578;150;26.0;1;0.2;427;73.9
"05358004";64;0;0.0;0;0.0;64;100.0
"05358008";7460;6583;88.2;515;6.9;362;4.9
"05358012";5;0;0.0;0;0.0;5;100.0
"05358016";26;8;30.8;1;3.8;17;65.4
"05358020";56;0;0.0;0;0.0;56;100.0
"05358024";898;0;0.0;827;92.1;71;7.9
"05358028";68;0;0.0;0;0.0;68;100.0
"05358032";57;0;0.0;0;0.0;57;100.0
"05358036";64;0;0.0;0;0.0;64;100.0
"05358040";47;0;0.0;0;0.0;47;100.0
"05358044";52;38;73.1;0;0.0;14;26.9
"05358048";473;402;85.0;0;0.0;71;15.0
"05358052";48;0;0.0;0;0.0;48;100.0
"05358056";22;0;0.0;0;0.0;22;100.0
"05358060";30;23;76.7;7;23.3;0;0.0
"05362004";1088;996;91.5;5;0.5;87;8.0
"05362008";460;47;10.2;32;7.0;381;82.8
"05362012";909;0;0.0;891;98.0;18;2.0
"05362016";296;267;90.2;0;0.0;29;9.8
"05362020";408;0;0.0;162;39.7;246;60.3
"05362024";837;52;6.2;31;3.7;754;90.1
"05362028";1301;1142;87.8;8;0.6;151;11.6
"05362032";628;0;0.0;81;12.9;547;87.1
"05362036";1104;748;67.8;9;0.8;347;31.4
"05362040";560;430;76.8;114;20.4;16;2.9
"05366004";94;0;0.0;0;0.0;94;100.0
"05366008";53;0;0.0;0;0.0;53;100.0
"05366012";15;0;0.0;0;0.0;15;100.0
"05366016";1451;309;21.3;971;66.9;171;11.8
"05366020";27;0;0.0;0;0.0;27;100.0
"05366024";111;0;0.0;0;0.0;111;100.0
"05366028";403;224;55.6;33;8.2;146;36.2
"05366032";35;0;0.0;6;17.1;29;82.9
"05366036";88;0;0.0;0;0.0;88;100.0
"05366040";192;176;91.7;0;0.0;16;8.3
"05366044";150;6;4.0;22;14.7;122;81.3
"05370004";495;418;84.4;10;2.0;67;13.5
"05370008";108;47;43.5;49;45.4;12;11.1
"05370012";262;232;88.5;11;4.2;19;7.3
"05370016";402;371;92.3;18;4.5;13;3.2
"05370020";1552;1486;95.7;53;3.4;13;0.8
"05370024";64;4;6.3;54;84.4;6;9.4
"05370028";158;149;94.3;0;0.0;9;5.7
"05370032";51;7;13.7;44;86.3;0;0.0
"05370036";100;7;7.0;37;37.0;56;56.0
"05370040";277;49;17.7;153;55.2;75;27.1
"05374004";256;223;87.1;0;0.0;33;12.9
"05374008";154;0;0.0;0;0.0;154;100.0
"05374012";5995;5641;94.1;73;1.2;281;4.7
"05374016";176;0;0.0;0;0.0;176;100.0
"05374020";179;0;0.0;0;0.0;179;100.0
"05374024";95;0;0.0;0;0.0;95;100.0
"05374028";62;0;0.0;0;0.0;62;100.0
"05374032";68;0;0.0;0;0.0;68;100.0
"05374036";271;0;0.0;0;0.0;271;100.0
"05374040";110;0;0.0;0;0.0;110;100.0
"05374044";205;0;0.0;0;0.0;205;100.0
"05374048";22825;22712;99.5;22;0.1;91;0.4
"05374052";187;0;0.0;0;0.0;187;100.0
"05378004";1261;732;58.0;12;1.0;517;41.0
"05378008";1361;1296;95.2;12;0.9;53;3.9
"05378012";95;0;0.0;40;42.1;55;57.9
"05378016";148;0;0.0;0;0.0;148;100.0
"05378020";4;0;0.0;0;0.0;4;100.0
"05378024";301;0;0.0;0;0.0;301;100.0
"05378028";143;0;0.0;0;0.0;143;100.0
"05378032";416;180;43.3;22;5.3;214;51.4
"05382004";177;1;0.6;95;53.7;81;45.8
"05382008";192;0;0.0;0;0.0;192;100.0
"05382012";662;412;62.2;89;13.4;161;24.3
"05382016";129;0;0.0;0;0.0;129;100.0
"05382020";598;308;51.5;52;8.7;238;39.8
"05382024";2231;2166;97.1;2;0.1;63;2.8
"05382028";156;0;0.0;0;0.0;156;100.0
"05382032";88048;88008;100.0;0;0.0;40;0.0
"05382036";30;0;0.0;0;0.0;30;100.0
"05382040";71;0;0.0;0;0.0;71;100.0
"05382044";569;392;68.9;44;7.7;133;23.4
"05382048";10824;10764;99.4;1;0.0;59;0.5
"05382052";58;0;0.0;0;0.0;58;100.0
"05382056";378;0;0.0;0;0.0;378;100.0
"05382060";2900;2684;92.6;114;3.9;102;3.5
"05382064";62;0;0.0;0;0.0;62;100.0
"05382068";2162;1654;76.5;141;6.5;367;17.0
"05382072";95;0;0.0;0;0.0;95;100.0
"05382076";66;0;0.0;0;0.0;66;100.0
"05512000";1923;1654;86.0;80;4.2;189;9.8
"05513000";63263;63182;99.9;75;0.1;6;0.0
"05515000";7385;4888;66.2;1204;16.3;1293;17.5
"05554004";844;633;75.0;168;19.9;43;5.1
"05554008";921;168;18.2;162;17.6;591;64.2
"05554012";506;102;20.2;341;67.4;63;12.5
"05554016";210;186;88.6;22;10.5;2;1.0
"05554020";540;0;0.0;14;2.6;526;97.4
"05554024";184;173;94.0;11;6.0;0;0.0
"05554028";70;2;2.9;55;78.6;13;18.6
"05554032";118;101;85.6;1;0.8;16;13.6
"05554036";62;59;95.2;2;3.2;1;1.6
"05554040";146;145;99.3;0;0.0;1;0.7
"05554044";126;53;42.1;59;46.8;14;11.1
"05554048";267;220;82.4;13;4.9;34;12.7
"05554052";57;20;35.1;29;50.9;8;14.0
"05554056";243;0;0.0;5;2.1;238;97.9
"05554060";96;0;0.0;2;2.1;94;97.9
"05554064";1407;1395;99.1;7;0.5;5;0.4
"05554068";262;0;0.0;0;0.0;262;100.0
"05558004";165;0;0.0;62;37.6;103;62.4
"05558008";158;72;45.6;29;18.4;57;36.1
"05558012";2031;1929;95.0;6;0.3;96;4.7
"05558016";381;257;67.5;6;1.6;118;31.0
"05558020";207;183;88.4;0;0.0;24;11.6
"05558024";286;205;71.7;65;22.7;16;5.6
"05558028";94;0;0.0;67;71.3;27;28.7
"05558032";197;0;0.0;0;0.0;197;100.0
"05558036";142;0;0.0;0;0.0;142;100.0
"05558040";122;89;73.0;26;21.3;7;5.7
"05558044";356;252;70.8;3;0.8;101;28.4
"05562004";5439;5110;94.0;248;4.6;81;1.5
"05562008";202;0;0.0;5;2.5;197;97.5
"05562012";650;80;12.3;12;1.8;558;85.8
"05562014";1403;1331;94.9;70;5.0;2;0.1
"05562016";452;2;0.4;431;95.4;19;4.2
"05562020";1164;1017;87.4;30;2.6;117;10.1
"05562024";532;0;0.0;14;2.6;518;97.4
"05562028";175;0;0.0;0;0.0;175;100.0
"05562032";2729;2263;82.9;218;8.0;248;9.1
"05562036";426;255;59.9;56;13.1;115;27.0
"05566004";129;4;3.1;18;14.0;107;82.9
"05566008";462;453;98.1;8;1.7;1;0.2
"05566012";423;109;25.8;41;9.7;273;64.5
"05566016";250;158;63.2;10;4.0;82;32.8
"05566020";55;0;0.0;0;0.0;55;100.0
"05566024";49;43;87.8;5;10.2;1;2.0
"05566028";730;608;83.3;73;10.0;49;6.7
