"ags";"verf_100_1";"verf_100_2";"verf_100_6";"verf_100_16";"verf_100_30";"verf_100_50";"verf_100_100";"verf_100_200";"verf_100_400";"verf_100_1000";"verf_dsl_1";"verf_dsl_2";"verf_dsl_6";"verf_dsl_16";"verf_dsl_30";"verf_dsl_50";"verf_dsl_100";"verf_dsl_200";"verf_catv_1";"verf_catv_2";"verf_catv_6";"verf_catv_16";"verf_catv_30";"verf_catv_50";"verf_catv_100";"verf_catv_200";"verf_catv_400";"verf_catv_1000";"verf_ftth_1000"
"05120";99.99;99.99;99.99;99.71;98.80;98.29;92.45;81.15;52.67;21.56;99.75;99.75;99.75;98.75;97.83;95.79;89.69;71.34;53.35;53.35;53.35;53.35;53.35;53.35;53.35;53.35;52.67;21.56;0.00
"05113";99.99;99.99;99.10;96.72;94.39;93.34;84.17;68.78;54.98;18.44;99.84;99.81;97.77;94.29;92.46;91.20;77.92;42.23;54.74;54.74;54.74;54.74;54.74;54.74;54.74;54.74;54.74;17.08;2.47
"05515";99.99;99.99;99.49;95.02;93.10;89.68;79.05;66.20;36.57;16.17;99.80;99.78;98.17;94.77;92.82;89.41;76.38;58.47;36.56;36.56;36.56;36.56;36.56;36.56;36.56;36.56;36.56;16.02;0.41
"09363";99.99;99.85;99.85;99.71;98.57;94.01;92.15;87.39;70.06;70.06;99.71;99.71;99.69;99.69;98.27;91.60;87.56;74.57;70.06;70.06;70.06;70.06;70.06;70.06;70.06;70.06;70.06;70.06;0.00
"01001";99.99;99.99;99.75;99.75;99.64;99.37;92.91;92.57;64.85;64.85;99.19;99.19;96.74;95.45;95.40;95.13;84.91;74.55;64.85;64.85;64.85;64.85;64.85;64.85;64.85;64.85;64.85;64.85;0.39
"06439";99.99;99.45;97.06;88.19;86.83;86.01;76.32;70.81;60.31;0.74;99.77;99.22;88.87;84.18;81.24;79.79;66.61;42.74;60.31;60.31;60.31;60.31;60.31;60.31;60.31;60.31;60.31;0.14;0.61
"09184";99.99;99.96;98.91;93.99;90.04;88.41;82.26;74.68;53.15;53.07;99.73;99.59;95.83;86.68;85.15;82.69;71.01;57.81;48.19;48.19;48.19;48.19;48.19;48.19;48.19;48.19;48.19;48.07;7.70
"06432";100.00;100.00;99.94;99.34;98.53;98.04;88.13;68.93;43.04;17.18;99.92;99.92;99.46;97.14;91.99;91.25;78.34;49.10;30.10;30.10;30.10;30.10;30.10;30.10;30.10;30.10;30.10;0.10;17.08
"05916";100.00;99.96;98.41;91.27;90.44;84.31;68.73;48.32;25.84;8.12;100.00;99.75;92.93;91.13;90.44;84.31;68.28;45.69;25.84;25.84;25.84;25.84;25.84;25.84;25.84;25.84;25.84;6.89;1.55
"07311";100.00;100.00;99.18;96.45;96.45;96.10;91.09;86.96;41.44;39.71;100.00;100.00;99.18;91.30;91.12;89.72;82.55;65.23;74.80;74.80;74.80;74.80;74.80;74.80;74.80;74.80;37.71;35.98;7.47
"09362";100.00;99.97;99.62;99.40;97.73;96.00;89.69;84.88;79.60;79.46;99.80;99.71;97.31;96.70;90.52;85.92;76.82;56.92;74.54;74.54;74.54;74.54;74.54;74.54;74.54;74.54;74.54;74.01;30.50
"08311";100.00;99.99;99.98;99.66;98.77;98.18;84.14;65.95;40.30;1.88;99.83;99.63;99.50;95.81;95.32;94.21;81.60;55.78;39.57;39.57;39.57;39.57;39.57;39.57;39.57;39.57;39.57;0.00;1.88
"06413";100.00;100.00;99.95;99.80;99.44;98.13;95.89;90.06;69.91;13.55;100.00;100.00;99.48;99.16;98.80;96.99;93.67;80.40;64.08;64.08;64.08;64.08;64.08;64.08;64.08;64.08;64.08;0.10;13.45
"09461";100.00;99.90;99.40;98.27;93.92;89.60;74.41;70.79;64.99;64.99;99.90;99.90;97.01;76.88;67.40;66.60;45.88;30.78;46.67;46.67;46.67;46.67;46.67;46.67;46.67;46.67;46.67;46.67;37.23
"09463";100.00;100.00;99.98;99.75;97.28;96.19;88.26;84.53;68.93;68.93;99.73;99.50;98.94;92.85;90.39;87.44;73.12;60.26;64.31;64.31;64.31;64.31;64.31;64.31;64.31;64.31;64.31;64.31;20.58
"09678";100.00;100.00;99.95;99.52;98.89;93.61;79.89;65.34;52.52;15.39;100.00;99.99;98.82;94.91;93.35;86.91;72.83;39.62;38.97;38.97;38.97;38.97;38.97;38.97;38.97;38.97;38.64;0.00;15.39
"05117";100.00;100.00;99.76;98.60;95.79;95.39;83.50;63.27;54.77;24.84;100.00;100.00;98.74;89.64;87.64;86.72;68.47;33.70;54.77;54.77;54.77;54.77;54.77;54.77;54.77;54.77;54.77;24.81;0.13
"05122";100.00;99.97;99.90;99.80;98.32;96.25;89.10;71.36;54.68;17.22;99.98;99.93;99.86;99.77;96.20;89.24;80.49;52.22;54.63;54.63;54.63;54.63;54.63;54.63;54.63;54.63;54.63;16.79;0.83
"06611";100.00;100.00;98.88;94.76;91.74;88.70;68.90;47.97;28.47;0.13;99.80;99.80;95.94;91.10;85.33;81.28;66.51;37.55;28.46;28.46;28.46;28.46;28.46;28.46;28.46;28.46;28.46;0.00;0.13
"05314";100.00;100.00;99.93;99.25;98.67;98.67;93.16;88.26;77.76;36.95;100.00;100.00;98.66;98.17;97.80;97.79;81.36;62.30;77.85;77.85;77.85;77.85;77.85;77.85;77.85;77.85;77.76;36.08;3.17
"09561";100.00;100.00;99.53;99.28;99.14;98.91;95.29;92.05;79.25;79.25;100.00;100.00;99.53;97.98;97.95;97.72;93.37;82.63;75.05;75.05;75.05;75.05;75.05;75.05;75.05;75.05;75.05;75.05;4.24
"09563";100.00;100.00;99.54;90.47;88.35;86.12;82.58;68.98;41.62;41.62;99.93;99.93;90.77;88.06;87.44;84.72;79.74;64.74;36.74;36.74;36.74;36.74;36.74;36.74;36.74;36.74;36.74;36.74;7.93
"09761";100.00;99.93;99.56;95.22;91.61;89.46;69.58;61.36;46.94;46.94;99.93;99.77;97.71;84.48;83.76;80.75;61.02;47.30;43.63;43.63;43.63;43.63;43.63;43.63;43.63;43.63;43.63;43.63;7.34
"01002";100.00;100.00;99.97;99.48;90.68;87.64;80.03;75.52;47.40;34.34;99.91;99.91;99.47;95.71;87.74;82.17;64.87;49.76;61.69;61.69;61.69;61.69;61.69;61.69;61.69;61.69;39.04;21.66;16.62
