AGS;100_1;100_2;100_6;100_16;100_30;100_50;200_1;200_2;200_6;200_16;200_30;200_50
05370004;99;99;99;96;94;91;99;97;91;0;0;0
09771130;100;100;99;99;96;92;98;96;74;0;0;0
13075110;96;96;96;79;58;15;87;87;83;0;0;0
05370024;99;98;95;94;94;94;82;36;6;0;0;0
05382028;98;97;97;95;92;88;100;100;100;49;0;0
12069232;84;71;66;66;65;53;51;51;29;0;0;0
12069249;98;98;98;91;76;54;100;100;98;15;0;0
12069270;95;95;95;93;89;85;89;89;88;0;0;0
09173118;90;90;88;83;66;42;97;97;91;8;8;0
12062464;94;94;92;92;39;10;100;100;93;58;0;0
14627210;99;99;99;98;96;94;100;100;99;90;0;0
06531004;100;99;99;99;96;79;100;100;81;40;0;0
16069058;94;91;76;42;32;27;99;99;97;0;0;0
09186147;99;99;97;93;89;76;100;100;100;0;0;0
08126045;94;94;69;28;24;17;95;95;95;0;0;0
03355002;96;96;92;25;14;3;100;100;100;0;0;0
06633004;99;99;99;99;98;25;100;100;87;0;0;0
06634008;99;99;91;68;8;2;100;94;90;0;0;0
09573129;100;100;100;99;99;96;100;100;100;0;0;0
12063186;73;71;59;52;42;33;88;88;81;40;0;0
07132067;100;100;100;100;81;31;100;100;100;0;0;0
09473151;98;97;97;96;96;95;99;99;99;3;0;0
09571205;96;96;95;91;70;28;85;85;84;0;0;0
13071029;96;95;94;87;37;33;99;99;98;0;0;0
12065144;100;100;100;99;91;68;100;100;99;0;0;0
01061076;93;91;91;91;91;91;100;100;96;0;0;0
09779217;100;100;100;99;92;71;98;98;98;0;0;0
03458012;66;65;55;53;46;5;100;100;99;0;0;0
08127076;99;99;98;96;95;94;95;93;87;0;0;0
09373155;100;100;100;100;100;100;100;100;100;75;58;58
14729410;99;99;95;82;73;70;100;100;99;0;0;0
14625580;43;20;2;2;2;2;100;100;100;0;0;0
15089185;98;98;98;89;68;39;100;100;100;0;0;0
01059161;93;90;70;55;55;54;100;100;100;0;0;0
01060087;100;97;97;95;95;95;55;55;40;0;0;0
01058104;100;100;98;97;92;88;100;100;100;0;0;0
05970024;100;99;99;98;94;88;100;99;99;0;0;0
13075003;99;99;98;66;60;53;34;34;0;0;0;0
01058083;80;80;49;5;3;3;100;100;100;0;0;0
13071157;98;98;98;92;78;37;88;86;71;0;0;0
07143232;99;99;99;99;99;99;72;72;63;0;0;0
14729190;98;92;89;89;87;82;100;100;100;0;0;0
01059124;55;55;45;11;3;3;100;100;100;0;0;0
13071156;99;99;99;98;96;94;100;100;100;0;0;0
12064539;95;95;93;69;54;35;81;81;79;0;0;0
03255036;77;48;1;1;1;1;72;72;71;0;0;0
16074048;100;100;0;0;0;0;100;100;100;0;0;0
05334036;100;100;100;100;100;100;100;92;80;0;0;0
09183140;96;95;80;65;59;39;100;100;98;0;0;0
09571155;97;97;91;51;26;2;98;98;98;0;0;0
09776117;100;100;100;100;96;95;100;100;99;0;0;0
05562016;97;95;88;72;66;63;99;99;95;0;0;0
07133084;99;99;1;1;1;1;98;98;98;0;0;0
07143243;96;96;96;96;96;96;100;90;80;0;0;0
13074082;93;93;93;93;93;93;100;100;100;0;0;0
07132083;98;98;98;98;83;31;100;100;99;0;0;0
13071069;90;90;90;81;80;77;98;98;98;0;0;0
07333008;99;99;99;99;99;38;90;90;90;0;0;0
05958012;97;96;93;89;89;88;98;98;98;0;0;0
13072023;95;95;94;90;90;87;91;91;91;0;0;0
14627230;99;96;92;88;81;80;100;100;100;100;0;0
14521140;93;93;92;80;63;41;9;6;2;0;0;0
08135020;99;99;99;98;95;95;99;99;99;0;0;0
16068023;95;95;94;94;56;29;100;100;81;0;0;0
08425097;95;91;91;91;90;88;97;97;92;0;0;0
13071096;10;6;4;4;4;4;100;100;100;100;0;0
16071059;100;100;4;4;4;4;85;85;72;0;0;0
13074090;90;88;62;57;56;50;99;99;99;0;0;0
07132002;100;100;100;100;100;100;100;99;99;0;0;0
09262000;100;100;99;97;94;92;100;99;98;28;28;0
03354016;33;19;3;3;3;3;89;89;86;0;0;0
09188139;99;99;99;99;97;89;100;100;99;0;0;0
06636002;99;99;98;98;53;53;96;96;96;0;0;0
10044112;99;99;98;83;77;67;98;94;91;0;0;0
08226080;99;99;94;92;90;83;98;98;98;0;0;0
03256028;99;99;89;27;25;20;70;70;40;0;0;0
12063244;99;99;99;93;80;74;100;99;99;0;0;0
01059186;83;80;53;42;40;33;94;94;94;0;0;0
12071057;79;76;73;58;52;38;98;98;97;28;0;0
07932112;0;0;0;0;0;0;0;0;0;0;0;0
07932310;0;0;0;0;0;0;0;0;0;0;0;0
12064061;93;93;88;83;69;12;99;99;99;0;0;0
01058094;96;95;92;91;91;90;100;100;99;0;0;0
12071386;88;67;15;15;15;15;100;100;95;51;0;0
12071384;77;73;4;4;4;4;84;84;63;0;0;0
16074038;100;100;100;5;3;3;100;100;100;0;0;0
03251014;44;41;27;23;23;22;99;99;97;0;0;0
09475127;98;98;97;80;38;2;100;100;100;0;0;0
09189120;99;99;99;98;97;97;95;94;91;0;0;0
01054096;57;57;50;46;37;17;100;100;98;0;0;0
03103000;100;100;99;98;96;96;100;100;99;0;0;0
07143203;93;92;92;92;92;92;100;100;100;0;0;0
14523280;98;98;90;45;32;14;100;100;100;0;0;0
12067120;98;98;98;97;91;84;99;96;89;0;0;0
01051105;93;93;88;72;61;61;82;82;82;0;0;0
01051121;98;98;97;94;94;94;78;61;49;0;0;0
09375113;100;100;100;98;93;91;100;100;100;96;96;0
08326054;95;95;89;84;77;69;96;91;87;0;0;0
14626210;100;100;100;100;85;21;99;99;99;0;0;0
07138036;100;100;100;100;97;96;100;100;100;0;0;0
07143301;91;91;91;91;91;91;100;100;100;0;0;0
07134042;99;99;95;94;87;70;100;100;100;0;0;0
16077011;71;41;39;1;1;1;100;100;100;0;0;0
07232277;94;94;48;4;4;4;100;100;100;0;0;0
09276128;92;91;89;79;57;39;97;97;96;39;39;0
12069345;91;91;91;91;88;39;100;100;98;0;0;0
01061081;90;90;90;75;75;75;86;86;72;0;0;0
07233023;87;80;69;57;57;57;92;92;90;0;0;0
14524190;99;99;96;85;48;47;100;100;100;0;0;0
08317078;93;93;92;82;78;75;87;87;83;0;0;0
09575121;98;98;98;79;75;75;98;98;96;0;0;0
09778451;0;0;0;0;0;0;0;0;0;0;0;0
05958040;96;96;90;82;78;71;97;95;95;0;0;0
09273116;99;97;96;95;89;83;99;99;98;0;0;0
12068425;98;98;88;82;69;40;97;97;90;0;0;0
08115001;99;99;98;98;96;94;98;96;72;0;0;0
03360010;88;87;72;71;68;56;82;82;78;0;0;0
09772160;93;92;92;91;91;83;100;100;100;0;0;0
03352011;99;99;99;98;98;98;100;100;99;0;0;0
03457015;95;94;88;88;83;52;100;100;100;0;0;0
05962028;94;93;88;76;18;14;100;99;99;0;0;0
07232025;100;100;99;4;4;4;41;41;1;0;0;0
07133032;100;100;98;94;88;81;42;41;41;0;0;0
12073404;90;90;88;72;60;12;100;100;100;0;0;0
12073429;89;89;89;83;72;52;93;92;89;0;0;0
12073430;95;95;94;85;72;47;85;85;73;0;0;0
15083355;99;99;99;97;96;89;100;100;100;0;0;0
03455020;92;91;86;76;69;60;100;100;97;0;0;0
09772216;99;99;99;97;91;80;99;99;95;0;0;0
01060094;97;97;97;97;97;97;100;100;100;0;0;0
13004000;100;100;100;99;98;96;100;100;98;0;0;0
12073603;92;92;90;85;70;39;80;80;80;0;0;0
13003000;100;100;100;99;98;96;100;100;100;0;0;0
12073645;99;99;99;92;82;53;71;71;54;0;0;0
07233061;97;97;97;85;85;73;58;58;57;0;0;0
07134043;86;77;77;77;77;77;100;100;100;0;0;0
08426071;98;98;97;92;80;74;52;52;23;0;0;0
12071408;99;99;99;97;95;93;100;100;100;0;0;0
08236074;100;99;79;75;75;75;99;97;95;0;0;0
07133092;4;4;4;4;4;4;100;100;100;100;0;0
08126060;100;100;99;99;99;99;100;99;99;0;0;0
03357034;91;90;90;89;88;62;100;100;100;0;0;0
07135056;92;92;92;92;89;89;98;98;98;0;0;0
13074004;32;24;0;0;0;0;96;96;96;0;0;0
13071008;97;97;97;93;91;90;97;97;96;0;0;0
07331025;100;100;99;98;98;98;100;100;100;0;0;0
05954008;99;99;98;96;93;87;100;99;98;0;0;0
09178143;99;99;99;98;94;90;100;99;95;0;0;0
06635002;99;98;97;97;96;94;99;98;95;0;0;0
06434003;100;100;99;98;90;65;100;100;100;0;0;0
09575451;0;0;0;0;0;0;0;0;0;0;0;0
09275131;99;99;98;93;90;87;72;72;68;4;4;0
09475146;98;97;96;94;94;74;100;100;99;0;0;0
12060045;92;92;91;82;61;22;90;90;86;0;0;0
09276122;97;97;95;92;86;68;100;100;100;1;1;0
07141088;100;100;100;92;92;92;80;80;80;0;0;0
09183126;97;97;92;87;83;53;100;100;100;0;0;0
07133094;90;90;90;90;82;82;50;50;48;0;0;0
09673455;0;0;0;0;0;0;0;0;0;0;0;0
13071170;99;98;98;92;88;76;100;100;97;0;0;0
07331002;100;100;99;99;98;98;100;100;100;0;0;0
03460001;87;85;76;65;39;30;100;99;93;0;0;0
05958020;91;84;68;54;54;53;100;100;100;0;0;0
09777171;93;92;87;75;71;62;90;90;84;0;0;0
07143067;99;99;98;93;93;93;100;100;100;0;0;0
12064371;77;77;76;73;69;65;100;100;100;72;0;0
16074112;71;5;5;5;5;5;100;100;100;0;0;0
07233204;100;99;96;29;26;26;99;99;98;0;0;0
13071078;89;89;89;89;86;81;96;96;95;0;0;0
05570028;96;96;94;91;87;86;100;100;97;0;0;0
03454002;95;95;89;64;28;6;100;100;100;0;0;0
03241019;98;97;96;92;63;59;100;100;96;0;0;0
13072039;98;98;98;97;91;86;68;68;59;0;0;0
05162008;100;100;100;99;94;91;100;100;95;0;0;0
09677126;99;99;98;96;93;79;99;99;99;0;0;0
07143030;100;100;100;99;99;99;100;100;100;0;0;0
16070011;100;100;99;95;95;91;100;100;100;0;0;0
01054065;95;95;95;90;75;49;100;100;58;0;0;0
05122000;100;100;100;99;95;88;100;100;98;0;0;0
16061046;95;95;95;95;95;53;99;99;99;0;0;0
06533002;99;99;99;95;83;25;100;100;100;0;0;0
07935096;0;0;0;0;0;0;0;0;0;0;0;0
09373121;98;97;96;93;88;67;75;75;75;0;0;0
09272455;0;0;0;0;0;0;100;100;100;0;0;0
16068013;96;96;96;96;96;17;100;100;94;0;0;0
06431001;66;51;40;40;40;40;99;99;99;0;0;0
07339035;100;100;100;100;100;97;100;100;100;0;0;0
13072010;40;23;6;4;4;4;87;87;76;0;0;0
03256027;99;99;99;99;98;95;100;100;100;0;0;0
13072011;93;93;72;71;71;69;90;90;81;0;0;0
07143072;92;92;92;92;92;92;100;100;100;0;0;0
13072024;62;62;13;13;13;13;81;81;74;0;0;0
16068038;96;96;96;86;84;30;100;100;100;0;0;0
03456025;96;95;87;83;80;77;97;97;93;0;0;0
13072047;99;99;95;82;53;19;63;63;28;0;0;0
13072048;4;4;4;4;4;4;92;92;92;0;0;0
07134040;99;99;95;95;94;92;100;100;100;0;0;0
01058046;96;96;90;89;89;89;75;75;74;0;0;0
13071090;67;61;3;2;2;2;71;71;63;0;0;0
14521230;92;91;84;79;79;79;100;100;100;0;0;0
03241017;99;99;98;95;92;91;100;100;97;0;0;0
03355003;99;99;99;96;81;56;99;99;35;0;0;0
07335045;99;99;94;94;94;94;93;93;91;0;0;0
01060074;97;95;95;95;95;95;100;100;98;0;0;0
14625510;98;98;97;89;79;52;100;100;100;0;0;0
07331033;91;91;91;91;91;91;100;100;83;0;0;0
09777118;98;96;62;52;23;3;19;18;12;0;0;0
01059102;75;58;7;4;4;4;99;99;92;0;0;0
07135080;87;87;87;87;87;85;69;69;35;0;0;0
01058099;94;94;92;86;83;68;100;100;100;0;0;0
13072111;98;98;72;59;57;42;59;59;52;0;0;0
13072114;74;69;67;56;39;11;96;96;95;0;0;0
13072113;32;31;1;1;1;1;97;97;96;0;0;0
13072110;95;95;95;54;46;45;62;62;47;0;0;0
07333024;99;99;99;99;91;90;100;100;100;0;0;0
09780114;99;98;98;98;96;96;55;54;48;1;0;0
13072112;95;95;95;73;72;68;86;86;75;0;0;0
03357030;98;98;98;95;55;24;99;99;99;0;0;0
07132004;100;100;100;100;84;81;100;100;100;0;0;0
13073001;67;58;12;5;4;4;97;97;97;1;0;0
13072121;98;98;97;57;48;36;100;100;100;0;0;0
13073003;94;94;38;29;28;26;99;99;98;0;0;0
07331035;100;100;100;100;100;100;85;85;83;0;0;0
14729360;83;80;73;19;4;3;89;89;86;0;0;0
01056030;97;97;96;86;85;83;100;100;100;0;0;0
13073002;88;79;37;19;11;11;100;100;100;0;0;0
03257021;96;93;87;63;23;18;99;99;96;0;0;0
06432005;100;100;100;100;98;91;100;100;36;0;0;0
09572132;100;100;100;100;100;100;100;100;97;0;0;0
08315115;100;100;100;99;96;94;100;100;98;0;0;0
13076009;46;44;31;30;30;26;85;85;83;0;0;0
05374008;99;98;96;82;68;60;99;99;98;0;0;0
13073030;98;98;89;44;41;32;96;96;96;0;0;0
13073029;61;60;14;6;6;6;87;87;84;0;0;0
07143245;99;99;99;99;99;53;100;100;100;0;0;0
14730340;87;86;80;73;68;56;99;99;84;0;0;0
13073028;95;95;90;59;27;4;100;100;100;0;0;0
09472141;100;100;100;99;98;66;100;100;100;0;0;0
01060088;85;85;85;82;82;82;100;100;82;0;0;0
01061067;90;88;87;87;87;87;91;91;74;0;0;0
01062006;100;100;100;99;98;97;100;100;100;0;0;0
03452002;100;100;96;95;91;71;100;100;100;0;0;0
13073092;74;70;63;20;10;6;100;97;70;0;0;0
13073091;98;97;96;78;50;14;100;98;44;0;0;0
09777182;100;100;100;97;95;89;97;97;95;95;0;0
09472464;0;0;0;0;0;0;0;0;0;0;0;0
01058037;94;93;92;79;74;72;100;100;100;0;0;0
09180117;100;100;99;99;98;98;100;100;100;0;0;0
09179140;100;100;100;96;74;41;100;100;99;0;0;0
07143082;92;92;92;92;92;92;100;100;100;0;0;0
08436049;90;89;81;74;74;74;98;98;98;88;0;0
03360009;98;98;50;29;27;19;80;78;51;0;0;0
09575181;100;100;100;99;85;55;100;100;100;0;0;0
09678150;98;98;89;89;83;45;96;96;95;72;0;0
12064172;97;97;97;92;48;8;58;57;57;0;0;0
09187131;99;99;92;81;79;78;93;93;92;0;0;0
08116042;100;100;100;99;93;92;100;100;99;0;0;0
01060044;99;99;99;99;98;97;100;100;100;0;0;0
13076068;65;54;26;2;2;2;95;95;93;28;0;0
07235091;96;81;0;0;0;0;23;23;19;0;0;0
08416049;99;99;99;99;93;76;72;72;45;0;0;0
13072002;94;94;94;41;29;12;85;84;77;0;0;0
01058147;99;99;99;99;99;96;100;100;94;0;0;0
05978020;100;100;100;99;86;86;100;100;99;0;0;0
09174131;98;97;94;91;75;74;99;99;99;0;0;0
07133072;65;65;65;65;65;65;81;81;75;0;0;0
01059085;99;99;99;95;89;83;25;25;21;0;0;0
01058078;94;94;92;84;84;80;100;100;99;0;0;0
01053135;99;99;99;99;99;99;88;87;85;0;0;0
14625030;99;99;93;73;72;68;99;99;96;0;0;0
09674149;98;98;98;92;82;58;97;97;96;79;0;0
07235048;100;100;51;37;37;37;98;91;86;0;0;0
13072032;97;97;84;34;11;3;99;99;95;14;0;0
13072054;97;97;97;85;85;80;99;99;96;0;0;0
07333014;84;76;0;0;0;0;100;100;100;70;0;0
07235008;100;100;100;75;54;21;98;98;95;0;0;0
08336036;100;100;99;99;98;41;100;100;100;0;0;0
14626020;98;98;98;98;72;19;82;81;81;0;0;0
01062078;93;93;93;88;87;87;100;100;100;0;0;0
09182123;81;79;69;41;35;18;90;90;82;0;0;0
07231023;98;79;0;0;0;0;100;100;100;98;0;0
08136062;96;89;89;87;86;67;100;100;100;0;0;0
13072071;74;73;22;1;1;1;77;77;74;0;0;0
06531012;100;100;99;97;92;85;100;100;100;0;0;0
09184454;60;60;60;60;44;9;100;100;100;0;0;0
03251011;81;79;67;46;20;13;98;98;98;0;0;0
03355036;98;98;78;63;61;54;93;93;91;0;0;0
09376150;98;98;97;96;95;90;100;100;99;0;0;0
09574129;94;94;89;88;69;23;95;95;93;12;0;0
10042111;99;99;98;87;81;61;99;98;96;0;0;0
09675127;96;95;92;85;82;58;90;90;89;5;0;0
09679452;100;100;100;0;0;0;100;100;100;0;0;0
01059141;97;97;97;96;44;16;100;100;100;0;0;0
07140002;98;98;70;70;70;70;100;100;100;0;0;0
07331050;99;99;99;99;98;98;100;100;76;0;0;0
07134078;100;100;81;81;81;44;100;100;100;0;0;0
13072097;30;30;6;5;5;4;95;95;95;0;0;0
13072095;93;93;93;92;91;89;100;100;98;3;0;0
13072098;98;98;87;19;16;13;66;64;60;0;0;0
07133116;99;99;92;92;92;92;42;42;1;0;0;0
09279135;94;94;90;82;80;75;95;95;95;53;46;0
01060003;98;98;95;95;95;95;60;60;44;0;0;0
13072096;52;29;26;14;14;10;92;92;92;0;0;0
08216033;100;100;100;99;99;85;100;100;100;1;0;0
16070025;99;99;99;37;26;4;100;100;100;0;0;0
09774135;99;99;99;97;95;93;100;100;99;81;0;0
06432019;100;100;99;99;96;89;100;100;100;25;0;0
09479456;0;0;0;0;0;0;0;0;0;0;0;0
01054045;80;79;75;63;59;40;100;100;100;0;0;0
03359006;96;95;94;94;94;64;100;100;99;0;0;0
07141047;93;93;93;93;93;61;100;96;96;0;0;0
14730150;94;94;94;94;88;62;100;100;100;0;0;0
03152016;99;99;97;94;93;91;100;100;98;0;0;0
03101000;100;100;100;99;98;96;100;100;99;0;0;0
06438013;100;100;100;99;99;97;100;100;96;0;0;0
07235046;100;100;85;85;82;82;74;74;1;0;0;0
09179147;99;99;99;99;98;96;100;100;100;0;0;0
01060022;100;100;100;100;100;100;78;78;72;0;0;0
13073066;65;65;25;24;24;21;87;77;76;0;0;0
07131060;98;98;89;88;88;88;100;100;100;94;94;0
13073067;100;100;99;40;21;11;99;99;98;0;0;0
07331058;99;99;96;96;96;96;100;100;100;0;0;0
13072042;68;62;49;40;40;21;84;83;76;0;0;0
14625300;97;97;97;96;81;53;100;77;77;0;0;0
14626580;39;34;32;31;30;28;98;98;98;39;28;0
16074099;0;0;0;0;0;0;100;100;100;0;0;0
03255020;97;97;96;96;76;14;63;62;58;0;0;0
08136079;100;99;99;99;99;99;100;99;97;0;0;0
07135042;99;99;99;99;99;99;100;93;73;0;0;0
07135502;84;84;79;79;62;23;94;94;92;0;0;0
06431014;96;96;95;89;80;74;97;97;88;0;0;0
07138014;100;100;100;99;98;98;84;84;69;0;0;0
03256029;89;88;87;86;85;85;94;94;88;0;0;0
13074013;99;99;86;35;32;27;99;99;99;0;0;0
03357056;98;97;92;92;92;46;72;72;66;0;0;0
01058045;93;92;91;91;91;91;100;100;100;0;0;0
16066069;100;100;100;99;99;93;98;98;97;0;0;0
13071057;98;98;91;63;59;25;90;89;79;0;0;0
03241010;99;99;99;99;98;93;100;100;99;0;0;0
09471208;100;99;88;85;62;16;100;100;100;0;0;0
01054012;3;3;3;3;3;3;85;85;85;0;0;0
03154018;67;62;1;1;1;1;100;100;100;0;0;0
09372116;97;97;96;93;90;70;100;100;99;53;53;0
09177135;99;99;99;98;92;32;100;100;100;0;0;0
12062140;98;97;97;95;94;93;100;100;99;52;0;0
13074042;57;56;35;5;5;5;97;97;96;0;0;0
07232264;100;100;64;5;5;5;100;100;100;0;0;0
13074043;84;77;64;53;47;35;85;84;84;0;0;0
13071072;18;16;12;12;12;12;100;100;100;100;0;0
01058091;90;90;88;86;85;85;100;100;98;0;0;0
09171117;100;99;99;97;94;94;100;100;99;0;0;0
06532022;100;100;100;98;88;51;82;82;82;0;0;0
07137225;99;99;99;98;96;95;100;100;96;0;0;0
07140090;100;100;69;61;61;61;100;100;96;0;0;0
01058127;94;94;92;48;22;3;96;96;46;0;0;0
13074048;98;97;90;44;36;25;99;99;99;0;0;0
14729340;97;97;97;95;95;94;100;100;100;0;0;0
14521670;80;74;66;66;66;66;95;94;84;0;0;0
01059044;98;98;98;87;82;59;100;100;96;0;0;0
07133069;97;97;97;97;97;96;100;100;100;0;0;0
09273175;99;99;99;99;99;33;100;100;100;0;0;0
09180122;98;98;98;97;96;95;100;100;100;0;0;0
09172116;91;91;88;74;69;65;93;91;90;0;0;0
01058087;100;100;100;96;96;94;100;100;99;0;0;0
08425125;99;99;99;99;99;99;100;70;70;0;0;0
03251034;94;94;89;27;22;11;99;99;93;0;0;0
16064018;100;100;99;38;35;25;100;100;100;0;0;0
05382044;100;100;100;100;100;100;100;99;94;0;0;0
15084125;97;97;91;42;31;16;95;95;92;0;0;0
16062058;99;99;99;99;99;35;100;97;63;0;0;0
09478116;98;98;97;96;96;92;99;99;96;0;0;0
03154026;100;100;100;100;99;99;100;100;100;0;0;0
09273159;96;96;95;92;85;80;95;95;95;0;0;0
07232028;99;99;99;98;75;11;0;0;0;0;0;0
07232049;92;92;0;0;0;0;0;0;0;0;0;0
03357005;90;90;87;82;47;12;99;99;98;0;0;0
08436039;97;95;90;89;84;75;100;99;99;0;0;0
09184145;100;100;100;99;99;95;100;100;96;0;0;0
12073189;95;95;94;84;55;25;27;27;26;0;0;0
07134092;82;81;81;81;79;71;99;99;99;0;0;0
07339024;99;99;99;99;99;99;100;100;100;0;0;0
08336034;93;93;1;1;1;1;91;89;89;0;0;0
15084360;98;98;98;50;34;11;100;100;100;0;0;0
05566008;98;98;95;86;78;78;100;100;100;0;0;0
07137055;96;95;90;90;90;90;100;100;100;100;0;0
12066132;99;99;98;95;49;10;46;45;25;0;0;0
09472150;98;97;97;97;97;96;100;100;98;0;0;0
07137110;51;51;51;51;51;51;100;100;100;97;0;0
07331071;100;100;99;33;6;2;100;100;100;0;0;0
07332031;99;97;87;87;87;79;100;100;100;0;0;0
07334024;92;92;87;87;87;87;100;100;99;86;86;0
13076044;98;98;98;91;67;16;52;52;48;0;0;0
16074113;100;100;71;1;1;1;87;87;87;0;0;0
13075010;75;74;55;21;8;7;88;73;62;0;0;0
13075008;97;97;95;76;76;68;75;75;71;0;0;0
14521560;97;97;96;73;67;63;100;72;56;0;0;0
13075009;37;33;29;26;26;26;95;95;94;0;0;0
08315022;96;96;70;70;68;25;100;100;97;0;0;0
15090500;82;78;78;76;71;60;100;100;100;0;0;0
09184119;100;100;99;99;96;93;100;100;86;0;0;0
03459007;82;80;67;58;52;47;98;98;93;0;0;0
01056034;94;94;93;52;39;19;100;100;100;0;0;0
07340213;97;97;96;2;2;2;99;99;99;0;0;0
12063088;96;96;93;64;30;13;94;94;94;0;0;0
15084442;55;52;32;23;17;16;92;92;85;0;0;0
09277122;97;97;82;46;30;3;98;98;97;0;0;0
09677456;29;29;14;7;7;7;33;33;28;0;0;0
16071093;100;100;100;97;97;97;100;100;100;0;0;0
09774127;100;100;100;100;95;51;100;100;94;0;0;0
03154503;86;0;0;0;0;0;76;76;18;0;0;0
08337126;98;95;91;90;88;87;86;83;58;53;52;52
06440015;99;99;97;96;95;94;100;100;100;93;0;0
09572454;100;100;83;33;33;29;100;100;100;0;0;0
01061017;100;100;100;99;94;93;100;100;98;0;0;0
13075088;96;96;57;41;24;7;90;90;79;0;0;0
03355023;18;1;1;1;1;1;98;97;95;0;0;0
07233213;98;98;98;98;98;95;87;87;80;0;0;0
09472138;100;100;99;97;77;65;95;94;93;0;0;0
09374140;97;97;90;68;67;63;76;76;61;0;0;0
09778136;98;97;90;77;44;24;99;99;98;0;0;0
01055039;96;95;91;71;67;58;100;100;100;12;0;0
07335019;94;94;94;94;94;94;99;99;39;0;0;0
12070246;74;73;68;54;24;8;100;100;100;31;0;0
05970012;92;84;65;28;12;4;90;90;81;0;0;0
09774451;0;0;0;0;0;0;0;0;0;0;0;0
09176161;100;100;99;96;96;95;100;100;100;0;0;0
07134073;87;87;87;87;87;52;100;100;100;0;0;0
09172134;96;94;82;71;61;55;100;100;100;100;100;100
09274184;98;98;96;93;84;79;98;97;97;0;0;0
01056021;96;96;96;95;94;88;100;100;100;0;0;0
06436003;100;100;100;99;99;98;100;100;100;0;0;0
06535009;87;85;84;74;74;74;89;89;84;10;0;0
03459032;81;81;75;63;52;48;100;100;100;5;0;0
07233025;96;96;2;0;0;0;96;96;90;0;0;0
09474134;100;100;99;98;98;91;100;100;90;0;0;0
09184147;100;100;100;99;96;94;100;100;99;0;0;0
09677142;98;98;98;98;97;87;100;100;100;0;0;0
01053032;100;100;100;99;99;99;100;100;100;9;9;0
07133023;90;87;81;81;81;81;100;100;100;0;0;0
07137030;100;100;100;100;99;99;100;100;100;0;0;0
09679128;96;96;96;96;96;95;99;99;99;0;0;0
03456009;94;91;76;50;32;26;100;100;99;0;0;0
03457017;96;96;94;88;82;75;97;97;96;0;0;0
09777111;92;87;80;50;48;45;98;98;98;0;0;0
07141042;88;88;88;88;87;26;100;100;100;0;0;0
01054072;87;87;87;68;64;63;93;93;92;0;0;0
01060056;84;84;81;81;81;81;84;84;71;0;0;0
09475154;98;98;95;83;81;79;100;100;99;0;0;0
08235065;99;97;67;48;47;47;99;99;99;0;0;0
09273137;98;98;97;92;90;81;99;99;99;0;0;0
08116027;100;100;100;98;97;97;100;100;100;0;0;0
05774036;98;97;93;90;79;65;99;99;97;0;0;0
09774160;97;96;94;94;94;54;100;100;100;0;0;0
16064021;99;99;99;99;99;68;78;78;67;0;0;0
09471459;0;0;0;0;0;0;0;0;0;0;0;0
13071133;96;96;96;92;88;81;98;98;98;0;0;0
01057087;100;100;99;61;16;2;100;100;100;36;0;0
09187132;95;94;94;86;81;37;100;100;97;0;0;0
16074028;90;90;90;90;90;72;100;100;100;0;0;0
13072051;68;60;6;3;1;1;64;64;61;0;0;0
09676112;95;95;95;95;94;93;95;95;95;2;0;0
08115016;99;99;99;99;98;72;100;100;89;0;0;0
09476179;99;99;98;98;97;97;90;90;90;0;0;0
09677122;99;99;99;99;99;99;100;100;100;0;0;0
01051052;86;86;7;2;2;2;98;98;96;0;0;0
03254024;0;0;0;0;0;0;100;100;86;0;0;0
05358028;100;99;99;99;80;62;100;100;99;0;0;0
08216009;100;100;100;99;98;97;100;100;99;0;0;0
09475165;99;99;99;98;97;97;100;100;97;0;0;0
01059106;92;87;52;3;3;3;100;100;100;0;0;0
09577133;97;97;97;96;95;28;99;99;98;0;0;0
14521210;99;99;99;32;20;2;100;100;99;0;0;0
07141033;85;85;85;85;85;44;100;100;100;0;0;0
03154012;100;100;95;94;84;84;100;100;100;0;0;0
13073087;97;97;92;75;71;63;100;100;100;0;0;0
15089026;84;83;74;31;25;8;94;94;90;3;0;0
03151031;99;99;99;99;97;51;100;100;87;0;0;0
09177139;98;97;96;90;88;84;90;90;86;0;0;0
14524250;99;99;99;97;93;79;100;99;91;0;0;0
14625100;90;88;85;85;82;59;100;100;100;0;0;0
07232010;99;99;96;96;67;14;100;100;100;0;0;0
16077027;98;98;86;83;81;69;100;100;100;0;0;0
09474129;97;97;96;84;64;45;94;94;93;0;0;0
07141067;94;91;91;91;91;53;100;100;100;0;0;0
09778163;88;87;87;87;87;87;50;50;49;0;0;0
07337025;93;93;93;93;93;93;100;100;100;0;0;0
16063011;98;97;96;96;96;96;98;98;91;0;0;0
07231111;98;95;95;95;95;51;100;100;100;0;0;0
01057029;97;97;96;63;61;58;100;100;100;87;0;0
07232311;100;100;96;73;71;66;100;100;100;0;0;0
16075065;99;99;87;87;87;14;100;100;100;0;0;0
06533007;99;99;99;98;89;80;100;100;98;0;0;0
09474121;99;97;97;94;82;76;94;94;94;0;0;0
08425052;100;100;100;100;100;95;100;20;19;0;0;0
13075013;98;98;92;77;71;62;67;54;43;0;0;0
08135025;100;100;92;81;78;73;92;92;91;0;0;0
03456016;83;83;83;83;70;63;88;88;69;0;0;0
07231005;92;92;92;92;91;91;100;100;100;0;0;0
