AGS;100_1;100_2;100_6;100_16;100_30;100_50;200_1;200_2;200_6;200_16;200_30;200_50
07232230;98;98;98;13;0;0;76;76;76;0;0;0
07232228;99;97;91;90;24;5;100;100;100;0;0;0
07232229;95;95;92;83;83;83;94;94;94;0;0;0
07232227;93;88;59;34;28;14;33;25;25;0;0;0
07232226;94;94;93;91;87;44;93;92;92;0;0;0
07232231;75;74;74;67;59;53;94;94;77;0;0;0
07332032;100;100;100;97;97;97;98;98;98;0;0;0
07232245;98;98;98;96;80;22;87;87;87;0;0;0
07232328;100;100;94;25;24;24;47;47;47;0;0;0
07232253;14;14;8;8;8;8;100;100;100;100;0;0
07232329;88;88;87;73;65;33;62;62;62;0;0;0
07140014;98;98;97;96;96;93;99;99;99;0;0;0
07232255;95;95;30;0;0;0;100;100;100;0;0;0
07232256;95;95;95;93;93;90;34;33;33;0;0;0
07140024;99;99;82;81;81;81;100;100;100;0;0;0
07232262;94;92;89;88;71;39;100;100;90;0;0;0
07232263;73;73;67;59;55;8;37;37;37;0;0;0
07232267;13;13;13;13;13;13;83;83;83;0;0;0
07332038;95;94;92;89;88;77;100;100;100;0;0;0
16066001;100;100;100;100;100;70;89;89;55;0;0;0
16065084;99;99;92;87;83;57;76;76;64;0;0;0
07340007;98;93;87;87;87;87;75;75;72;0;0;0
07340044;99;99;99;99;93;56;98;98;98;0;0;0
07340045;99;99;79;76;76;72;0;0;0;0;0;0
14522210;92;89;74;61;52;29;98;98;87;0;0;0
14522220;62;59;58;46;45;43;100;100;93;23;0;0
14522190;98;98;96;57;27;6;99;99;99;0;0;0
08235047;99;99;99;66;66;62;100;100;94;0;0;0
08235080;97;96;92;86;86;84;99;99;98;0;0;0
08235084;94;94;88;57;55;50;93;93;84;0;0;0
08316017;99;99;99;97;95;94;93;93;73;0;0;0
16067082;100;100;61;5;5;5;100;100;100;0;0;0
08317093;95;95;90;84;79;62;90;90;90;0;0;0
13076038;6;6;4;4;4;4;96;96;89;0;0;0
13076036;100;100;100;100;100;100;98;98;98;0;0;0
08337038;71;68;42;28;26;19;93;93;93;61;25;25
09171123;97;96;92;86;84;82;97;97;96;0;0;0
08426043;89;89;69;69;65;40;94;94;94;0;0;0
08426058;97;95;87;86;79;63;97;97;96;0;0;0
07232271;66;40;10;5;5;5;37;37;37;0;0;0
07232279;81;81;78;38;20;13;85;85;85;0;0;0
07232285;35;33;2;2;2;2;77;77;60;1;0;0
07232288;98;98;97;82;65;43;96;96;96;0;0;0
07232289;100;100;98;96;42;8;100;100;100;0;0;0
07232287;97;92;89;82;81;77;74;74;74;0;0;0
07232295;99;99;97;78;56;36;97;97;97;0;0;0
07232296;95;95;81;20;8;7;100;96;94;1;0;0
07232294;90;90;90;89;56;17;48;48;48;0;0;0
07232293;80;80;80;68;65;51;95;95;78;0;0;0
07232307;99;99;87;67;67;66;45;42;34;0;0;0
07232333;76;61;4;3;3;3;90;90;90;0;0;0
07232332;93;90;80;72;43;11;59;59;59;0;0;0
07233005;99;99;98;87;55;55;99;99;99;0;0;0
07233007;73;72;72;72;72;72;100;100;100;0;0;0
07233008;93;79;2;1;1;1;99;99;95;0;0;0
07233038;97;95;75;75;75;75;88;51;51;0;0;0
07233018;99;99;99;59;56;44;100;100;100;0;0;0
07233046;100;97;87;87;87;87;96;96;94;0;0;0
07233017;97;92;3;2;2;2;95;95;95;0;0;0
07233016;98;98;98;98;77;31;68;68;62;0;0;0
07233020;98;98;84;81;81;81;100;100;100;0;0;0
07233022;96;96;95;89;69;45;62;62;49;0;0;0
07233036;94;94;94;90;2;2;39;39;38;0;0;0
07233034;98;96;82;82;75;75;56;56;51;0;0;0
07233035;99;99;95;62;46;38;89;89;89;0;0;0
07233041;67;64;64;64;64;64;100;100;100;0;0;0
07233042;96;96;96;96;93;74;100;100;100;0;0;0
07140071;57;57;57;57;57;57;97;97;96;0;0;0
07233052;99;99;96;96;95;92;97;97;97;0;0;0
07233050;100;100;100;86;82;80;100;100;100;0;0;0
07233054;93;88;88;88;88;88;81;81;81;0;0;0
07233055;99;99;99;99;99;70;100;100;100;0;0;0
07233056;95;94;87;83;81;81;98;98;98;0;0;0
07140082;94;94;85;74;73;44;100;100;100;0;0;0
07233070;93;93;82;79;77;77;66;66;65;0;0;0
07233071;85;85;85;85;85;85;99;99;59;0;0;0
07233076;83;78;68;65;61;61;93;93;91;0;0;0
07233075;87;87;86;73;41;7;51;51;46;0;0;0
07140096;99;89;89;89;89;89;100;100;100;0;0;0
07233081;98;98;98;63;25;1;5;5;4;0;0;0
07233206;94;94;94;94;93;90;94;93;92;0;0;0
07233227;96;96;87;79;76;23;92;92;58;0;0;0
07233229;99;99;98;97;56;4;99;99;99;0;0;0
07233232;87;87;83;83;81;81;97;97;97;0;0;0
07140125;98;98;97;91;90;90;100;100;100;0;0;0
07233239;100;100;100;7;7;7;97;97;94;0;0;0
07233241;49;49;49;49;49;49;98;98;55;0;0;0
07233240;93;92;74;71;69;69;92;92;91;0;0;0
07233237;92;92;91;59;15;5;92;92;92;0;0;0
16062025;100;100;98;95;64;14;63;63;62;0;0;0
16063004;100;100;100;61;46;23;100;100;99;0;0;0
16063007;99;99;99;98;94;71;88;88;84;0;0;0
16063003;100;100;99;96;88;76;98;98;98;0;0;0
07141063;77;77;77;77;77;60;100;100;100;0;0;0
07235148;100;100;100;96;92;79;100;94;93;0;0;0
07235152;99;99;96;61;48;43;99;99;99;0;0;0
08236043;98;92;86;66;46;46;93;90;89;64;0;0
08236050;98;82;73;65;65;65;100;99;38;0;0;0
08236040;99;97;95;90;79;76;100;100;98;0;0;0
08337116;99;98;94;68;63;62;100;89;87;0;0;0
13076021;56;46;44;38;38;38;85;80;72;6;0;0
08337118;90;89;63;27;26;20;85;85;83;76;76;76
13076039;96;96;94;50;28;26;98;98;95;0;0;0
08337049;83;82;43;6;5;3;84;84;83;1;0;0
08415034;89;85;60;23;22;22;80;80;43;15;0;0
09572164;99;99;99;83;77;59;99;99;98;0;0;0
09572159;98;97;97;93;71;25;100;100;100;0;0;0
07337037;94;86;86;86;86;61;100;71;68;0;0;0
09679142;99;99;99;99;95;27;100;100;100;0;0;0
09679141;100;100;100;100;99;75;100;99;99;0;0;0
09679138;100;99;99;98;93;71;92;92;89;0;0;0
07235001;97;97;97;97;93;93;100;100;97;0;0;0
07233501;98;94;88;78;78;77;97;97;97;0;0;0
16063006;97;97;97;97;97;78;37;36;28;0;0;0
07235022;99;99;99;88;74;60;96;96;96;0;0;0
07235021;79;78;78;78;78;78;76;76;76;0;0;0
07140144;100;100;99;95;95;94;100;100;100;0;0;0
07235027;95;95;83;51;51;51;100;96;18;0;0;0
07141081;100;100;100;100;98;87;85;85;85;0;0;0
07235030;100;99;90;89;89;89;89;89;89;0;0;0
07235052;100;99;99;99;99;80;100;100;100;0;0;0
07235056;100;100;100;100;100;100;87;51;51;0;0;0
07235058;99;99;99;88;85;81;43;43;43;0;0;0
07141001;100;100;94;94;94;94;100;100;100;0;0;0
07235072;70;70;70;59;58;58;38;38;38;0;0;0
07316000;99;99;98;95;94;93;99;95;93;1;0;0
07317000;100;100;99;99;98;97;100;100;100;0;0;0
07315000;100;100;100;100;97;93;100;100;97;0;0;0
07235083;99;99;98;98;92;86;89;89;89;0;0;0
07314000;100;100;100;100;98;96;100;100;99;0;0;0
07235093;97;97;97;95;91;51;85;85;13;0;0;0
07235095;75;65;63;62;62;62;88;88;88;0;0;0
07235094;97;97;96;94;79;67;99;97;88;0;0;0
07141026;89;89;89;89;75;45;77;77;76;0;0;0
07235103;98;98;88;84;84;84;98;98;96;0;0;0
07235104;85;58;31;18;13;2;3;3;0;0;0;0
07235106;91;85;80;80;80;80;100;100;100;0;0;0
07141027;98;98;80;80;72;22;99;99;99;0;0;0
07235114;99;99;99;99;85;55;100;100;100;0;0;0
07235111;91;90;53;35;34;33;27;27;26;0;0;0
07235112;98;98;94;94;94;94;98;98;98;0;0;0
07235118;99;96;95;85;63;61;100;99;99;0;0;0
07235119;98;98;98;98;72;18;77;77;77;0;0;0
07235124;98;98;91;91;91;91;100;100;94;0;0;0
07235125;99;99;97;90;90;90;100;100;93;0;0;0
07235131;92;90;84;84;80;48;98;98;98;0;0;0
07235140;60;57;9;1;1;1;79;79;79;0;0;0
07235141;98;98;93;93;93;93;100;85;80;0;0;0
07235137;100;100;99;99;96;84;96;96;79;0;0;0
07235142;98;98;86;86;86;86;100;100;100;0;0;0
07235151;92;90;54;4;3;3;93;93;93;0;0;0
07235153;99;99;99;99;72;43;98;98;0;0;0;0
07235154;30;28;11;5;5;5;78;78;48;0;0;0
07235149;97;97;91;84;71;49;19;19;19;0;0;0
07331003;99;99;98;97;96;96;100;100;100;0;0;0
07141100;95;95;90;90;90;58;100;100;98;0;0;0
07331011;100;100;100;100;100;100;86;86;56;0;0;0
07339003;99;99;97;78;77;77;81;80;80;0;0;0
08118010;100;100;99;99;98;96;100;100;100;0;0;0
08118007;100;100;100;97;87;87;97;95;89;0;0;0
07331070;99;99;99;99;99;99;100;100;100;0;0;0
07332014;88;88;88;58;46;39;64;64;64;0;0;0
07332019;100;100;100;99;61;60;100;100;88;0;0;0
07332028;98;98;98;97;94;55;100;100;98;0;0;0
07333019;100;99;99;96;95;95;100;100;100;0;0;0
16065085;97;97;97;95;94;86;73;73;63;10;0;0
07333065;5;5;5;5;5;5;98;98;98;97;96;96
07333009;96;96;92;88;87;79;99;99;98;0;0;0
07333010;93;91;90;90;90;74;92;92;92;0;0;0
07143022;99;99;99;84;84;84;94;93;93;0;0;0
07333033;97;96;92;92;92;71;100;100;100;0;0;0
16066017;99;99;93;93;93;3;100;100;100;0;0;0
07333034;88;83;81;81;81;69;100;100;99;8;0;0
16066038;99;99;99;46;44;42;100;100;99;0;0;0
16066076;100;100;99;99;99;70;98;98;98;0;0;0
16066074;99;99;91;26;16;5;97;97;96;0;0;0
16066073;99;99;90;89;89;88;100;100;100;0;0;0
16066071;94;89;89;89;81;23;98;98;97;0;0;0
16066075;96;95;95;92;92;90;89;89;89;0;0;0
16066083;96;96;96;96;96;95;100;100;100;0;0;0
16066082;100;100;100;100;100;82;100;100;99;0;0;0
16066081;97;96;96;94;94;91;100;100;100;0;0;0
07143049;97;97;96;96;96;95;100;100;100;0;0;0
07333051;100;100;100;100;100;4;100;100;100;0;0;0
07333067;87;56;7;7;7;7;73;73;73;0;0;0
07334001;96;96;95;95;95;94;100;100;100;100;98;0
07334002;94;94;94;94;93;91;99;89;65;0;0;0
07333503;99;99;88;86;86;84;99;96;95;0;0;0
07333502;93;93;91;84;80;76;99;98;98;7;7;7
07334005;100;100;100;100;88;16;90;90;90;0;0;0
07334008;100;100;100;84;84;82;100;100;99;0;0;0
07143085;100;100;100;100;100;100;100;100;100;0;0;0
07334012;100;100;100;99;99;98;100;100;100;0;0;0
07334013;100;100;99;88;52;51;100;99;99;0;0;0
08118060;94;94;93;93;93;93;98;98;97;0;0;0
07334018;93;90;90;90;90;75;100;100;100;60;45;0
07334027;69;22;0;0;0;0;4;4;0;0;0;0
07334030;99;99;98;98;98;98;100;100;96;0;0;0
07335037;100;100;100;100;86;76;100;100;100;0;0;0
07335038;100;100;96;86;53;51;100;100;100;0;0;0
07335035;97;94;93;89;88;83;96;96;96;0;0;0
07335040;97;97;96;96;96;96;100;100;100;0;0;0
07334501;100;100;99;92;91;90;100;100;99;0;0;0
07335007;99;99;58;58;58;58;92;92;92;0;0;0
16073065;100;100;85;82;82;81;100;100;100;0;0;0
07335010;98;98;45;4;4;4;84;84;64;0;0;0
07335016;93;92;92;92;90;87;100;100;100;0;0;0
07335015;100;100;100;79;77;75;99;98;96;0;0;0
07335021;99;99;98;95;43;8;100;95;95;0;0;0
07335020;98;85;56;1;1;1;100;100;100;0;0;0
07231003;96;95;91;87;79;21;99;99;99;0;0;0
07335030;100;99;95;94;89;53;89;87;81;0;0;0
07335029;95;88;74;30;24;19;27;27;27;0;0;0
07335204;99;99;99;79;77;60;100;100;100;0;0;0
07335501;99;98;72;25;21;3;100;100;96;0;0;0
07336010;97;97;97;88;71;61;99;99;99;0;0;0
07336009;96;96;96;96;96;81;71;71;53;0;0;0
07331066;96;94;85;85;85;82;78;73;52;0;0;0
07336015;89;89;89;89;89;71;100;100;100;0;0;0
07336044;55;55;55;55;55;3;100;100;100;89;0;0
07336046;92;92;34;4;4;3;100;100;100;0;0;0
07336051;75;71;71;71;71;52;100;100;99;0;0;0
07336053;96;96;96;96;95;95;100;100;100;0;0;0
07336095;93;93;87;55;25;5;94;94;94;0;0;0
07336067;84;82;77;77;77;66;94;94;94;0;0;0
07339020;100;100;99;99;94;46;100;100;44;0;0;0
07337012;97;97;97;97;97;96;100;100;100;0;0;0
07337015;99;99;99;99;94;50;95;95;93;0;0;0
07337049;85;85;85;85;85;73;100;100;100;0;0;0
07336082;100;100;100;83;79;25;100;100;90;0;0;0
07336085;96;96;6;6;6;6;100;100;100;2;0;0
07339047;99;99;99;98;98;96;100;100;100;0;0;0
08235007;99;98;98;98;98;97;100;100;98;0;0;0
08235018;97;86;84;84;84;84;98;98;98;98;0;0
08235020;97;97;93;86;79;77;98;98;97;0;0;0
08235008;92;88;75;59;57;57;93;92;90;0;0;0
08235066;91;89;57;32;31;30;50;50;42;0;0;0
07336098;95;88;88;88;88;54;100;100;100;0;0;0
07336099;79;77;77;77;77;53;100;100;100;0;0;0
08237054;97;95;94;92;92;92;95;95;95;0;0;0
08237061;99;99;99;99;97;95;82;81;77;0;0;0
07336102;97;96;96;96;96;92;100;100;99;0;0;0
08311000;100;100;100;98;96;91;100;99;98;0;0;0
08315020;93;93;92;85;69;27;99;98;92;0;0;0
07336105;100;100;99;97;97;96;99;99;98;0;0;0
07231085;100;98;87;87;87;87;99;99;99;0;0;0
07336107;95;93;88;88;87;77;100;100;100;0;0;0
07337005;98;98;98;93;93;93;98;98;98;0;0;0
07331052;100;100;100;100;100;100;100;100;83;0;0;0
07337001;100;100;100;87;85;81;99;99;99;0;0;0
07337002;98;96;96;96;96;96;100;100;100;97;97;0
07337007;99;99;99;25;15;3;100;100;99;0;0;0
07231090;99;99;99;71;19;4;100;100;100;0;0;0
07231087;97;97;97;94;90;37;97;97;97;0;0;0
07337020;99;99;99;97;97;97;100;100;100;9;0;0
07337019;99;97;3;3;3;3;18;17;17;0;0;0
07337021;100;99;92;92;92;89;100;97;96;0;0;0
07337026;100;100;98;98;98;98;100;100;99;0;0;0
13074076;91;91;88;41;30;2;100;100;99;0;0;0
13074077;39;31;4;3;3;3;96;96;89;0;0;0
13074084;87;87;87;87;87;86;87;80;24;0;0;0
13074087;100;100;100;99;98;94;99;99;95;0;0;0
13074085;93;93;91;64;62;14;93;93;93;0;0;0
07337032;90;90;90;90;90;90;100;100;100;45;0;0
07339022;98;98;92;89;88;88;100;100;97;0;0;0
07337036;94;94;93;93;93;93;100;88;86;0;0;0
07337042;99;98;96;94;94;94;100;100;100;0;0;0
07337044;100;100;100;100;100;100;100;100;100;0;0;0
07935149;0;0;0;0;0;0;0;0;0;0;0;0
07337066;100;100;99;98;98;89;100;100;100;0;0;0
07337059;100;100;11;2;2;2;99;99;99;0;0;0
07232048;86;86;39;0;0;0;100;100;67;0;0;0
07232047;15;3;3;3;3;3;44;44;43;0;0;0
07337064;99;99;91;31;2;2;91;91;1;0;0;0
07337071;100;100;100;37;36;34;86;78;78;0;0;0
16064062;100;100;100;100;100;98;41;41;29;0;0;0
07337070;97;96;96;96;96;96;100;100;99;0;0;0
07337082;100;100;100;100;91;11;88;88;88;0;0;0
07337501;100;99;90;70;69;69;91;91;91;0;0;0
07338005;100;96;93;93;93;93;100;100;99;0;0;0
08115051;99;99;99;98;97;96;100;100;99;0;0;0
08115050;100;100;99;99;97;94;100;100;94;0;0;0
07339044;100;100;91;91;91;90;100;59;59;0;0;0
07340011;96;96;83;78;70;62;71;0;0;0;0;0
07332020;100;99;97;96;96;94;100;100;100;0;0;0
07340020;100;100;100;98;98;98;99;98;98;0;0;0
01051120;95;95;30;10;10;10;97;97;97;0;0;0
07340029;99;99;99;93;75;52;23;0;0;0;0;0
07340027;100;100;100;28;25;24;100;99;99;0;0;0
07340026;99;99;99;76;35;4;21;21;11;0;0;0
07340028;98;97;96;95;94;93;87;85;85;0;0;0
01053035;97;97;93;93;93;93;100;100;100;0;0;0
01053037;94;94;94;94;94;94;100;100;99;0;0;0
01053036;98;98;96;87;87;82;100;100;100;0;0;0
07340038;100;100;99;99;98;98;100;100;98;0;0;0
07340040;99;99;94;94;94;94;100;100;100;0;0;0
07340039;99;99;99;78;55;12;35;32;32;0;0;0
07340049;98;94;85;85;85;78;41;41;41;0;0;0
07340051;99;99;98;71;57;54;100;100;99;0;0;0
07340054;100;99;97;66;61;57;96;86;71;0;0;0
07340053;99;99;99;88;54;12;45;44;39;0;0;0
07340055;96;96;96;96;74;29;100;100;100;0;0;0
07340057;79;79;79;78;78;78;31;31;28;0;0;0
08425002;99;99;99;87;81;72;88;88;86;0;0;0
07340208;99;99;95;95;68;13;46;45;31;0;0;0
08421000;100;99;98;98;95;94;100;100;100;100;0;0
07340217;88;88;87;87;87;71;100;100;99;0;0;0
08425031;97;97;97;91;85;56;100;100;100;91;0;0
07340220;90;90;90;90;90;57;100;100;98;0;0;0
07340221;98;98;33;2;2;2;52;34;28;0;0;0
08425033;95;94;89;88;86;83;98;97;97;0;0;0
07235070;95;95;95;95;82;82;100;100;100;0;0;0
07932001;0;0;0;0;0;0;0;0;0;0;0;0
07932019;0;0;0;0;0;0;0;0;0;0;0;0
07932212;0;0;0;0;0;0;0;0;0;0;0;0
07932130;0;0;0;0;0;0;0;0;0;0;0;0
07935073;0;0;0;0;0;0;0;0;0;0;0;0
07935111;0;0;0;0;0;0;0;0;0;0;0;0
08115003;100;100;99;96;94;90;99;99;92;0;0;0
08115002;100;100;99;99;99;99;100;100;100;0;0;0
08115015;100;100;100;99;80;73;96;95;69;0;0;0
13075111;99;99;97;97;91;12;100;100;100;0;0;0
13075113;85;85;79;60;46;38;75;75;75;0;0;0
13075114;89;89;79;56;54;23;76;75;74;0;0;0
08115041;100;100;99;97;85;81;100;100;99;0;0;0
08115045;100;100;100;98;96;93;100;100;98;0;0;0
08116081;100;100;99;99;97;94;100;100;100;0;0;0
08117002;99;98;98;98;98;98;98;98;98;0;0;0
08117001;99;99;99;92;91;91;99;99;99;0;0;0
08116080;100;99;98;97;94;89;100;100;95;0;0;0
08117006;100;99;96;95;95;94;84;84;83;0;0;0
08117003;100;100;99;99;99;99;100;100;100;7;0;0
07232085;7;7;7;7;7;7;77;77;74;0;0;0
08117051;100;100;99;98;98;98;99;92;90;3;0;0
13076135;85;85;85;84;84;82;89;89;89;0;0;0
13076114;44;44;44;44;44;43;99;99;98;0;0;0
13076139;99;99;99;79;50;45;84;83;74;0;0;0
14522170;28;28;26;24;12;11;98;98;98;0;0;0
14522120;88;88;85;79;62;56;100;100;95;0;0;0
14522140;99;91;84;43;25;25;100;100;99;0;0;0
08226058;99;99;89;81;80;75;100;100;100;0;0;0
09776112;87;86;54;34;30;28;96;94;81;0;0;0
08116046;100;100;100;99;80;73;97;97;96;0;0;0
08116043;100;98;95;95;95;81;100;100;100;0;0;0
07233065;33;12;9;5;5;5;86;86;69;0;0;0
08116049;100;100;100;98;85;83;100;95;87;0;0;0
08116054;100;100;100;97;97;74;100;100;100;0;0;0
08116063;100;100;99;98;98;98;100;100;99;0;0;0
08117011;97;95;94;94;93;93;100;100;97;0;0;0
08117015;99;99;99;97;95;94;100;100;99;0;0;0
08117014;100;100;96;94;94;94;100;99;96;0;0;0
08117010;94;92;87;83;83;83;91;91;70;0;0;0
08117012;100;100;99;95;86;85;100;100;100;0;0;0
08117017;100;99;93;91;90;90;100;100;100;0;0;0
08117018;100;100;99;97;95;94;100;91;90;0;0;0
08117024;97;96;95;93;92;92;95;95;94;0;0;0
08117028;97;97;97;97;97;97;100;100;98;0;0;0
08117026;100;100;99;96;95;95;100;99;96;5;0;0
07233062;76;76;63;5;0;0;100;100;92;0;0;0
08117035;100;100;96;93;93;93;100;100;100;0;0;0
08117038;100;100;100;98;98;97;99;99;99;0;0;0
08117044;100;100;100;99;88;66;100;100;97;3;0;0
07233079;98;98;98;98;98;90;7;7;7;0;0;0
07233203;99;99;99;98;91;38;76;76;76;0;0;0
08117055;99;99;99;95;90;80;100;96;94;2;0;0
08117060;98;94;90;86;86;86;100;100;91;4;0;0
08117058;98;98;97;79;74;66;94;94;91;0;0;0
08118019;100;100;99;99;98;98;100;100;100;0;0;0
08118021;100;99;99;95;42;35;100;100;79;0;0;0
08119001;86;83;61;32;30;28;93;91;81;0;0;0
08118081;100;100;100;95;83;82;100;100;96;0;0;0
08119061;95;94;89;87;86;73;99;98;84;0;0;0
08119067;99;99;98;97;95;92;98;97;97;0;0;0
08118049;100;99;97;96;92;90;100;100;98;0;0;0
08118048;100;100;100;100;97;97;100;100;99;0;0;0
08119087;93;87;83;81;81;76;100;100;100;0;0;0
08119084;98;98;97;93;87;84;99;98;97;0;0;0
08119089;98;98;97;97;86;69;100;100;100;0;0;0
08119085;100;100;97;96;94;91;99;99;97;0;0;0
08119086;99;99;98;97;88;87;47;46;36;0;0;0
08125078;100;100;98;95;94;83;100;100;100;0;0;0
08118079;100;100;97;96;95;95;100;100;100;0;0;0
08119004;98;97;90;85;84;82;100;100;75;0;0;0
08119091;100;100;100;99;93;92;100;91;86;0;0;0
08121000;100;100;97;94;90;83;100;100;98;0;0;0
08125005;100;100;99;87;75;73;100;100;100;0;0;0
08125001;99;99;99;99;97;95;100;100;100;0;0;0
08125013;100;100;99;97;88;80;95;93;93;0;0;0
08125008;91;90;87;87;86;83;95;95;93;0;0;0
08125027;100;100;100;100;100;100;100;100;100;0;0;0
08125026;99;97;90;89;85;81;100;99;96;0;0;0
08125034;99;99;97;95;95;95;100;100;100;0;0;0
08125046;100;100;99;98;98;96;95;94;93;0;0;0
08125039;99;99;97;67;57;31;94;94;93;0;0;0
13075141;92;90;71;62;61;61;95;95;95;0;0;0
13075140;7;7;7;7;7;7;100;100;99;0;0;0
08125048;98;98;95;90;81;59;100;100;100;0;0;0
08125056;100;100;100;99;97;96;100;100;100;0;0;0
13075145;5;5;5;5;5;5;100;100;100;0;0;0
13075146;99;99;88;86;62;6;99;99;99;0;0;0
08125059;92;92;52;22;18;7;99;99;97;0;0;0
08125058;100;100;100;99;97;89;100;99;98;0;0;0
08136043;100;100;100;97;63;57;100;100;100;0;0;0
08136046;97;96;93;85;83;83;99;99;97;0;0;0
08136042;100;99;98;97;92;92;98;98;97;0;0;0
08136049;32;30;15;3;3;3;94;94;92;0;0;0
08136045;91;90;85;66;64;63;84;84;73;0;0;0
08136044;100;98;96;96;89;83;100;100;96;0;0;0
08215059;100;99;94;73;69;65;100;100;100;0;0;0
08215046;100;100;99;99;98;97;86;86;85;0;0;0
08215047;99;99;98;97;96;81;92;92;92;0;0;0
08215089;100;100;100;99;99;99;100;97;96;0;0;0
08215084;99;99;99;99;98;97;100;100;100;0;0;0
08215101;100;100;100;100;99;96;99;98;96;0;0;0
08215100;100;100;99;99;97;87;99;95;90;0;0;0
08215111;99;99;99;99;98;98;100;100;99;0;0;0
08216028;99;99;78;26;22;5;89;87;87;0;0;0
08216024;100;100;100;100;89;83;100;100;100;100;0;0
08216041;99;99;99;96;94;75;98;98;98;0;0;0
08216043;100;99;99;98;97;96;100;96;95;69;0;0
08216049;100;100;100;100;99;98;98;98;93;0;0;0
08216063;99;99;74;73;73;60;76;53;43;0;0;0
08225024;99;99;99;98;92;59;100;100;89;0;0;0
08225033;99;99;99;98;97;72;99;98;98;15;0;0
08225032;99;98;98;96;92;68;94;92;92;0;0;0
08225014;99;99;98;98;96;81;99;99;99;0;0;0
08225039;99;99;99;98;96;95;82;82;82;0;0;0
08225052;99;99;99;98;93;68;88;88;83;0;0;0
08225115;99;99;99;98;93;52;100;100;83;0;0;0
08225114;97;97;96;95;93;61;100;100;99;0;0;0
08225117;99;99;99;99;96;63;97;97;96;0;0;0
08225118;99;98;98;96;94;66;89;89;84;0;0;0
07331012;100;100;100;100;100;100;100;100;100;0;0;0
08226009;100;100;100;100;100;100;100;100;100;0;0;0
08226032;100;100;99;99;98;98;100;100;100;0;0;0
08226040;100;99;99;99;99;98;97;97;96;0;0;0
08226041;100;100;100;98;91;90;100;100;99;0;0;0
07331020;96;96;96;90;70;14;100;100;100;0;0;0
08226054;100;100;100;100;86;66;100;91;91;0;0;0
08226056;99;99;99;97;86;72;92;92;87;0;0;0
08226055;99;99;80;52;51;50;90;90;84;0;0;0
13074075;94;94;71;67;67;63;100;100;100;0;0;0
08226085;98;97;91;88;86;80;100;96;94;0;0;0
08226081;71;71;71;71;71;67;78;78;68;0;0;0
08226082;99;98;86;85;81;79;99;99;98;0;0;0
08226084;100;100;100;99;99;99;100;100;100;0;0;0
07331008;100;100;100;100;100;99;100;100;100;0;0;0
08226096;100;98;95;94;94;93;98;96;91;0;0;0
08315056;90;78;11;1;1;1;63;63;50;0;0;0
08235025;86;86;81;43;17;4;0;0;0;0;0;0
08315068;94;90;65;23;9;3;83;82;76;0;0;0
08235033;96;90;80;75;70;67;87;87;81;0;0;0
08315070;98;97;66;56;52;51;92;92;90;0;0;0
08235032;99;99;99;62;51;21;94;94;94;0;0;0
08315064;99;99;98;80;63;61;100;100;99;0;0;0
07331031;99;99;99;99;99;99;70;70;44;0;0;0
08235050;77;70;33;23;21;20;85;85;83;0;0;0
08235085;98;98;97;97;96;95;95;95;94;0;0;0
08235073;96;91;68;41;37;23;100;100;98;0;0;0
08235079;91;91;84;65;64;64;89;89;87;0;0;0
08236013;88;88;88;87;72;39;100;100;100;100;0;0
08236028;100;100;99;99;94;84;100;100;100;0;0;0
07331049;100;100;100;100;100;100;44;44;18;0;0;0
08236031;100;100;100;99;98;94;100;100;100;0;0;0
08236033;100;95;75;45;45;44;100;100;100;0;0;0
08236038;100;100;90;80;48;46;96;95;94;0;0;0
08236046;100;100;99;99;97;97;100;100;100;73;0;0
08236044;100;100;90;62;43;19;88;88;78;0;0;0
08236062;88;84;75;55;46;24;100;100;96;0;0;0
08236065;95;93;92;92;92;86;100;100;100;98;0;0
08236071;100;99;99;99;99;99;100;100;100;13;0;0
08236072;96;88;83;80;77;61;99;99;99;98;0;0
08236070;99;99;99;98;98;98;100;100;100;98;0;0
08236076;99;99;99;90;90;90;100;100;100;0;0;0
08237004;98;97;96;93;93;93;95;94;94;0;0;0
08237019;99;99;96;92;90;86;98;98;98;0;0;0
08236075;99;97;97;97;97;97;98;98;89;0;0;0
08237002;74;70;58;26;25;24;80;71;70;0;0;0
08237073;98;98;86;85;58;27;87;87;77;17;0;0
07331059;100;100;100;100;100;100;100;100;100;0;0;0
08315084;89;89;86;80;50;10;89;87;86;0;0;0
08315094;79;78;69;49;22;6;89;89;85;0;0;0
08315095;93;92;84;68;65;47;88;88;88;0;0;0
08315113;93;93;90;80;79;77;96;96;94;0;0;0
08315007;99;98;76;32;28;17;93;90;85;0;0;0
08315013;100;100;100;99;74;14;98;98;96;0;0;0
08316010;97;97;96;90;78;57;82;82;78;0;0;0
08316011;99;99;99;97;97;95;100;100;100;0;0;0
08315031;90;86;53;26;21;16;77;77;75;0;0;0
08315030;100;100;100;99;98;83;100;100;100;0;0;0
08316024;99;99;98;96;93;33;100;100;100;0;0;0
16067025;99;92;88;86;55;46;97;97;28;0;0;0
08316036;99;99;99;98;94;32;100;100;100;0;0;0
08315047;100;100;100;99;98;98;99;95;93;0;0;0
08316014;97;97;97;94;92;66;92;92;89;0;0;0
08316020;100;100;99;97;89;78;99;99;99;0;0;0
08317089;98;97;97;95;89;76;96;95;94;0;0;0
08315109;98;98;96;91;65;22;98;98;97;0;0;0
